,,Data last updated:,,,2/15/2018 5:21 PM EDT,,,,Offensive Possessions Per Game,Expected Points Per Possession,Actual Points Per Possession,Change in Points Per Possession,Created Points Over Expectation,Expected Points per Game,Actual Points per Game,CPOE Rank,CPOE %ile,Total Defensive Points Over Expectation,Expected Points Against per Game,Actual Points Against per Game,DPOE Rank,tDPOE %ile,Expected Plus Minus per Game,Actual Plus Minus per Game,Points Over Expectation,Season POE,POE Percentile,
Rank,POS,PLAYER,,,GP,Offensive Role,Rookie,Team,Poss/GM,ePPP,aPPP,ΔPPP,CPOE,eP/G,aP/G,Rank,%ile,tDPOE,ePA/G,aPA/G,Rank,%ile,ePM/G,aPM/G,POE,sPOE,%ile,
128,C,Jonas Valanciunas,"Jonas Valanciunas,Toronto Raptors",",",53,Roll-and-Cut Bigs,No,Toronto Raptors,11.0,1.036,1.096,0.060,0.7,11.4,12.1,77,84%,0.3,11.0,10.9,303,37%,0.4,1.2,0.4,20.7,73.3%,C
121,SG,Langston Galloway,"Langston Galloway,Detroit Pistons",",",46,Off-Ball Workers,No,Detroit Pistons,6.4,0.956,0.990,0.034,0.2,6.1,6.3,141,71%,-0.2,4.2,4.1,155,68%,1.9,2.3,0.4,20.6,74.8%,SG
122,C,Channing Frye,"Channing Frye,Los Angeles Lakers",",",44,Pick and Pop Bigs,No,Los Angeles Lakers,4.4,1.011,1.098,0.087,0.4,4.4,4.8,110,77%,-0.1,4.4,4.5,206,57%,0.1,0.4,0.4,19.6,74.6%,C
133,C,Julius Randle,"Julius Randle,Los Angeles Lakers",",",56,Versatile Bigs,No,Los Angeles Lakers,14.4,0.991,1.000,0.009,0.1,14.3,14.4,156,68%,-0.2,9.7,9.4,158,67%,4.6,5.1,0.3,19.6,72.3%,C
138,PF,Jerami Grant,"Jerami Grant,Oklahoma City Thunder",",",58,Pick and Pop Bigs,No,Oklahoma City Thunder,7.6,1.034,1.036,0.003,0.0,7.8,7.9,179,63%,-0.3,6.7,6.1,136,72%,1.1,1.8,0.3,19.4,71.3%,PF
136,SG,Wayne Ellington,"Wayne Ellington,Miami Heat",",",57,Off-Ball Workers,No,Miami Heat,10.0,0.961,1.091,0.130,1.3,9.6,10.9,37,92%,1.0,6.8,7.2,440,8%,2.8,3.7,0.3,19.3,71.7%,SG
120,C,JaVale McGee,"JaVale McGee,Golden State Warriors",",",42,Roll-and-Cut Bigs,No,Golden State Warriors,3.5,1.063,1.169,0.106,0.4,3.7,4.1,112,77%,-0.1,4.3,4.1,199,59%,-0.6,0.0,0.5,19.2,75.0%,C
137,C,Dwight Howard,"Dwight Howard,Charlotte Hornets",",",57,Post-Up Bigs,No,Charlotte Hornets,16.9,0.961,0.935,-0.026,-0.4,16.2,15.8,307,36%,-0.8,11.8,11.7,64,87%,4.4,4.0,0.3,19.1,71.5%,C
59,PG,Trey Burke,"Trey Burke,New York Knicks",",",13,Rock Pounders,No,New York Knicks,6.8,0.880,1.090,0.210,1.4,6.0,7.5,28,94%,0.1,4.1,4.2,263,45%,2.0,3.2,1.4,17.7,87.7%,PG
135,C,Amir Johnson,"Amir Johnson,Philadelphia 76ers",",",52,Roll-and-Cut Bigs,No,Philadelphia 76ers,4.8,1.020,0.952,-0.068,-0.3,4.9,4.6,275,43%,-0.7,6.6,6.5,77,84%,-1.7,-1.9,0.3,17.7,71.9%,C
141,C,Dirk Nowitzki,"Dirk Nowitzki,Dallas Mavericks",",",57,Pick and Pop Bigs,No,Dallas Mavericks,11.1,0.987,1.093,0.106,1.2,11.0,12.2,41,91%,0.9,10.6,10.5,428,11%,0.4,1.6,0.3,17.8,70.6%,C
139,SG,Nick Young,"Nick Young,Golden State Warriors",",",56,Off-Ball Workers,No,Golden State Warriors,6.0,0.983,1.104,0.121,0.7,5.9,6.6,73,85%,0.4,4.6,4.5,345,28%,1.3,2.1,0.3,17.6,71.0%,SG
119,C,Jordan Bell,"Jordan Bell,Golden State Warriors",",",38,Unskilled Bigs,Yes,Golden State Warriors,4.8,1.064,1.066,0.002,0.0,5.1,5.1,184,62%,-0.5,6.4,6.7,111,77%,-1.3,-1.6,0.5,17.6,75.2%,C
143,C,Daniel Theis,"Daniel Theis,Boston Celtics",",",57,Bigs-with-Touch,Yes,Boston Celtics,5.1,1.018,0.986,-0.032,-0.2,5.1,5.0,230,52%,-0.5,5.6,5.8,109,77%,-0.4,-0.8,0.3,17.4,70.2%,C
134,C,Bam Adebayo,"Bam Adebayo,Miami Heat",",",49,Roll-and-Cut Bigs,Yes,Miami Heat,7.0,1.037,1.035,-0.001,0.0,7.2,7.2,195,59%,-0.4,8.7,8.8,127,74%,-1.4,-1.6,0.3,17.0,72.1%,C
98,SG,Damyean Dotson,"Damyean Dotson,New York Knicks",",",26,Glue Guys,Yes,New York Knicks,2.9,0.998,0.973,-0.025,-0.1,2.9,2.8,213,56%,-0.7,2.7,1.7,72,85%,0.2,1.2,0.6,16.8,79.6%,SG
28,F,Kawhi Leonard,"Kawhi Leonard,San Antonio Spurs",",",9,Creators,No,San Antonio Spurs,15.9,0.929,1.007,0.078,1.2,14.8,16.0,38,92%,-0.6,5.4,5.7,85,82%,9.4,10.3,1.9,16.7,94.2%,F
131,PF,Al Farouq Aminu,"Al Farouq Aminu,Portland Trail Blazers",",",45,Stretch Bigs,No,Portland Trail Blazers,9.9,1.008,0.962,-0.046,-0.5,10.0,9.5,310,35%,-0.8,10.2,10.4,63,87%,-0.2,-0.9,0.4,16.5,72.7%,PF
145,PF,Jeff Green,"Jeff Green,Cleveland Cavaliers",",",56,Reluctant Shooters,No,Cleveland Cavaliers,10.0,1.007,1.073,0.067,0.7,10.0,10.7,76,84%,0.4,8.2,8.2,335,30%,1.8,2.5,0.3,16.5,69.8%,PF
126,SF,Thabo Sefolosha,"Thabo Sefolosha,Utah Jazz",",",38,Spot-Up Wings,No,Utah Jazz,7.7,1.029,1.061,0.032,0.2,8.0,8.2,133,72%,-0.2,7.9,8.5,175,64%,0.0,-0.3,0.4,15.6,73.8%,SF
147,PG,Goran Dragic,"Goran Dragic,Miami Heat",",",53,Distributors,No,Miami Heat,18.6,0.928,0.929,0.001,0.0,17.2,17.2,176,63%,-0.3,9.0,7.6,146,70%,8.2,9.6,0.3,15.3,69.4%,PG
146,PF,Mike Scott,"Mike Scott,Washington Wizards",",",52,Pick and Pop Bigs,No,Washington Wizards,8.3,1.013,1.109,0.096,0.8,8.4,9.2,66,86%,0.5,5.6,5.6,371,23%,2.8,3.6,0.3,15.0,69.6%,PF
124,PF,Rudy Gay,"Rudy Gay,San Antonio Spurs",",",34,Ball Stoppers,No,San Antonio Spurs,11.9,0.964,0.963,-0.002,0.0,11.4,11.4,197,59%,-0.4,7.3,7.2,112,77%,4.1,4.2,0.4,14.4,74.2%,PF
140,SG,Devin Harris,"Devin Harris,Denver Nuggets",",",46,Secondary Creators,No,Denver Nuggets,8.6,0.950,0.975,0.025,0.2,8.2,8.4,143,70%,-0.1,4.3,4.4,195,59%,3.8,4.0,0.3,14.4,70.8%,SG
150,SF,Jaylen Brown,"Jaylen Brown,Boston Celtics",",",54,Reluctant Shooters,No,Boston Celtics,14.5,0.996,0.967,-0.030,-0.4,14.5,14.0,301,37%,-0.7,10.2,9.9,75,84%,4.3,4.1,0.3,14.4,68.8%,SF
153,PG,Raymond Felton,"Raymond Felton,Oklahoma City Thunder",",",59,Distributors,No,Oklahoma City Thunder,7.9,0.904,0.869,-0.035,-0.3,7.2,6.9,263,45%,-0.5,4.9,3.8,100,79%,2.3,3.1,0.2,14.3,68.1%,PG
154,PG,Spencer Dinwiddie,"Spencer Dinwiddie,Brooklyn Nets",",",58,Creators,No,Brooklyn Nets,14.3,0.900,0.947,0.047,0.7,12.9,13.5,75,84%,0.4,9.5,10.2,350,27%,3.4,3.3,0.2,14.0,67.9%,PG
142,PF,Nemanja Bjelica,"Nemanja Bjelica,Minnesota Timberwolves",",",45,Stretch Bigs,No,Minnesota Timberwolves,5.3,1.016,1.109,0.093,0.5,5.4,5.9,99,79%,0.2,5.2,5.6,283,41%,0.2,0.2,0.3,13.9,70.4%,PF
156,C,Marcin Gortat,"Marcin Gortat,Washington Wizards",",",57,Roll-and-Cut Bigs,No,Washington Wizards,9.2,1.047,0.951,-0.097,-0.9,9.7,8.8,404,16%,-1.1,10.7,10.5,37,92%,-1.0,-1.7,0.2,13.6,67.5%,C
115,C,Brandan Wright,"Brandan Wright,Houston Rockets",",",27,Roll-and-Cut Bigs,No,Houston Rockets,4.5,1.077,1.116,0.039,0.2,4.8,5.0,147,69%,-0.3,5.0,5.0,130,73%,-0.1,0.0,0.5,13.8,76.0%,C
129,PG,Raul Neto,"Raul Neto,Utah Jazz",",",33,Distributors,No,Utah Jazz,5.4,0.927,0.927,0.000,0.0,5.0,5.0,185,61%,-0.4,5.3,4.8,121,75%,-0.3,0.2,0.4,12.9,73.1%,PG
56,C,Nick Collison,"Nick Collison,Oklahoma City Thunder",",",9,Unskilled Bigs,No,Oklahoma City Thunder,1.7,0.954,1.133,0.179,0.3,1.6,1.9,123,74%,-1.1,1.5,0.9,39,92%,0.1,1.0,1.4,12.5,88.3%,C
132,C,Lucas Nogueira,"Lucas Nogueira,Toronto Raptors",",",34,Parasitic Bigs,No,Toronto Raptors,2.5,1.054,1.083,0.029,0.1,2.6,2.7,168,65%,-0.3,4.6,4.2,139,71%,-2.0,-1.6,0.4,12.4,72.5%,C
117,SF,Justin Anderson,"Justin Anderson,Philadelphia 76ers",",",26,Reluctant Shooters,No,Philadelphia 76ers,5.9,1.007,1.026,0.019,0.1,5.9,6.0,160,67%,-0.4,3.9,3.5,124,74%,2.0,2.5,0.5,12.2,75.6%,SF
152,PG,T.J. McConnell,"T.J. McConnell,Philadelphia 76ers",",",49,Distributors,No,Philadelphia 76ers,8.2,0.918,0.886,-0.032,-0.3,7.6,7.3,258,46%,-0.5,8.3,8.0,102,79%,-0.7,-0.7,0.2,12.2,68.3%,PG
161,C,Patrick Patterson,"Patrick Patterson,Oklahoma City Thunder",",",59,Pick and Pop Bigs,No,Oklahoma City Thunder,3.9,1.011,0.912,-0.098,-0.4,3.9,3.5,286,40%,-0.6,4.0,4.3,89,81%,-0.1,-0.7,0.2,12.1,66.5%,C
24,PF,Adreian Payne,"Adreian Payne,Orlando Magic",",",6,Parasitic Bigs,No,Orlando Magic,2.5,0.915,1.400,0.485,1.2,2.3,3.5,39,92%,-0.7,0.7,0.3,71,85%,1.6,3.2,1.9,11.7,95.0%,PF
155,SF,James Ennis,"James Ennis,Detroit Pistons",",",48,Reluctant Shooters,No,Detroit Pistons,6.6,1.002,1.066,0.065,0.4,6.6,7.0,105,78%,0.2,2.9,2.8,284,41%,3.7,4.2,0.2,11.5,67.7%,SF
162,C,Enes Kanter,"Enes Kanter,New York Knicks",",",55,Post-Up Bigs,No,New York Knicks,13.1,1.011,1.096,0.085,1.1,13.2,14.3,44,91%,0.9,10.8,11.2,434,10%,2.4,3.1,0.2,11.1,66.3%,C
163,SF,Bojan Bogdanovic,"Bojan Bogdanovic,Indiana Pacers",",",57,Off-Ball Workers,No,Indiana Pacers,12.6,0.997,1.065,0.068,0.9,12.6,13.4,60,88%,0.7,9.2,9.1,405,16%,3.4,4.4,0.2,10.8,66.0%,SF
158,PG,George Hill,"George Hill,Cleveland Cavaliers",",",45,Secondary Creators,No,Cleveland Cavaliers,10.0,0.923,1.020,0.097,1.0,9.2,10.2,53,89%,0.7,3.6,3.6,413,14%,5.6,6.6,0.2,10.2,67.1%,PG
85,PG,Mike Conley,"Mike Conley,Memphis Grizzlies",",",12,Distributors,No,Memphis Grizzlies,17.7,0.912,0.958,0.046,0.8,16.1,16.9,65,86%,-0.1,10.2,9.8,210,56%,5.9,7.1,0.9,10.3,82.3%,PG
159,C,Marreese Speights,"Marreese Speights,Orlando Magic",",",47,Pick and Pop Bigs,No,Orlando Magic,8.1,0.984,0.979,-0.005,0.0,8.0,7.9,204,58%,-0.3,6.7,6.0,147,69%,1.3,1.9,0.2,10.2,66.9%,C
78,PF,Mirza Teletovic,"Mirza Teletovic,Milwaukee Bucks",",",10,Stretch Bigs,No,Milwaukee Bucks,6.4,0.994,1.109,0.116,0.7,6.4,7.1,71,85%,-0.2,4.8,5.2,157,67%,1.5,1.9,1.0,9.6,83.8%,PF
118,C,Boban Marjanovic,"Boban Marjanovic,Los Angeles Clippers",",",19,Post-Up Bigs,No,Los Angeles Clippers,6.3,0.909,0.958,0.049,0.3,5.7,6.1,122,75%,-0.2,4.8,4.8,177,63%,1.0,1.3,0.5,8.9,75.4%,C
169,SG,Courtney Lee,"Courtney Lee,New York Knicks",",",59,Secondary Creators,No,New York Knicks,12.9,0.953,0.989,0.036,0.5,12.3,12.7,102,79%,0.3,8.9,8.7,321,33%,3.4,4.0,0.2,9.0,64.8%,SG
164,PF,Ersan Ilyasova,"Ersan Ilyasova,Atlanta Hawks",",",46,Bigs-with-Touch,No,Atlanta Hawks,10.5,1.027,1.029,0.002,0.0,10.8,10.8,180,63%,-0.2,9.5,9.1,172,64%,1.3,1.7,0.2,8.7,65.8%,PF
160,PG,Joe Young,"Joe Young,Indiana Pacers",",",41,Secondary Creators,No,Indiana Pacers,3.8,0.943,1.013,0.070,0.3,3.6,3.9,130,73%,0.1,2.9,2.6,255,47%,0.7,1.2,0.2,8.5,66.7%,PG
166,C,Alex Len,"Alex Len,Phoenix Suns",",",49,Roll-and-Cut Bigs,No,Phoenix Suns,8.0,1.038,1.051,0.013,0.1,8.3,8.4,162,66%,-0.1,9.2,9.3,208,57%,-0.9,-0.9,0.2,8.1,65.4%,C
165,C,Eric Moreland,"Eric Moreland,Detroit Pistons",",",45,Unskilled Bigs,No,Detroit Pistons,1.9,1.025,0.776,-0.248,-0.5,1.9,1.5,315,34%,-0.6,3.8,3.8,83,83%,-1.8,-2.3,0.2,7.9,65.6%,C
112,SF,Alfonzo McKinnie,"Alfonzo McKinnie,Toronto Raptors",",",12,Spot-Up Wings,Yes,Toronto Raptors,1.3,0.972,1.188,0.215,0.3,1.3,1.6,126,74%,-0.2,1.3,0.8,150,69%,0.0,0.8,0.5,6.4,76.7%,SF
144,PF,Alex Poythress,"Alex Poythress,Indiana Pacers",",",21,Stretch Bigs,No,Indiana Pacers,1.1,1.024,0.913,-0.111,-0.1,1.1,1.0,222,54%,-0.4,1.5,1.2,113,76%,-0.4,-0.2,0.3,6.4,70.0%,PF
125,SG,Derrick White,"Derrick White,San Antonio Spurs",",",15,Spot-Up Wings,Yes,San Antonio Spurs,2.7,0.951,1.000,0.049,0.1,2.5,2.7,155,68%,-0.3,3.1,2.7,141,71%,-0.5,-0.1,0.4,6.2,74.0%,SG
171,C,Tyler Zeller,"Tyler Zeller,Milwaukee Bucks",",",46,Parasitic Bigs,No,Milwaukee Bucks,6.7,1.070,1.036,-0.034,-0.2,7.2,7.0,249,48%,-0.4,2.4,2.4,123,74%,4.8,4.6,0.1,6.1,64.4%,C
173,SF,Khris Middleton,"Khris Middleton,Milwaukee Bucks",",",56,Glue Guys,No,Milwaukee Bucks,19.6,0.944,1.000,0.056,1.1,18.5,19.6,46,90%,1.0,11.0,11.3,444,8%,7.5,8.3,0.1,5.8,64.0%,SF
172,SF,Manu Ginobili,"Manu Ginobili,San Antonio Spurs",",",45,Distributors,No,San Antonio Spurs,9.9,0.927,0.942,0.015,0.2,9.2,9.3,150,69%,0.0,4.9,4.4,241,50%,4.3,5.0,0.1,5.7,64.2%,SF
130,PG,Derrick Walton Jr.,"Derrick Walton Jr.,Miami Heat",",",14,Spot-Up Wings,No,Miami Heat,2.0,0.913,0.964,0.051,0.1,1.8,1.9,163,66%,-0.3,3.0,2.4,142,70%,-1.2,-0.5,0.4,5.3,72.9%,PG
167,C,Mike Muscala,"Mike Muscala,Atlanta Hawks",",",30,Pick and Pop Bigs,No,Atlanta Hawks,5.6,1.036,1.096,0.060,0.3,5.8,6.1,117,76%,0.2,6.4,6.3,281,41%,-0.7,-0.2,0.2,4.8,65.2%,C
106,C,Joakim Noah,"Joakim Noah,New York Knicks",",",8,Unskilled Bigs,No,New York Knicks,2.0,1.001,0.750,-0.251,-0.5,2.0,1.5,320,33%,-1.1,2.5,1.8,41,91%,-0.5,-0.3,0.6,4.5,77.9%,C
174,SF,Cedi Osman,"Cedi Osman,Cleveland Cavaliers",",",45,Spot-Up Wings,Yes,Cleveland Cavaliers,2.9,0.992,1.039,0.047,0.1,2.8,3.0,154,68%,0.0,3.1,3.0,250,48%,-0.2,0.0,0.1,4.4,63.8%,SF
168,SG,Terrence Ross,"Terrence Ross,Orlando Magic",",",22,Spot-Up Wings,No,Orlando Magic,9.9,0.959,0.912,-0.047,-0.5,9.5,9.0,311,35%,-0.6,8.6,8.3,86,82%,0.8,0.7,0.2,3.4,65.0%,SG
170,PG,Alex Caruso,"Alex Caruso,Los Angeles Lakers",",",24,Distributors,Yes,Los Angeles Lakers,3.5,0.950,0.747,-0.203,-0.7,3.3,2.6,368,23%,-0.8,4.9,3.5,61,87%,-1.6,-0.9,0.1,3.3,64.6%,PG
127,C,Udonis Haslem,"Udonis Haslem,Miami Heat",",",8,Bigs-with-Touch,No,Miami Heat,1.0,0.997,0.875,-0.122,-0.1,1.0,0.9,223,54%,-0.5,2.6,1.9,101,79%,-1.6,-1.0,0.4,3.2,73.5%,C
81,SF,Johnathan Motley,"Johnathan Motley,Dallas Mavericks",",",3,Post-Up Bigs,No,Dallas Mavericks,3.0,0.943,1.000,0.057,0.2,2.8,3.0,148,69%,-0.8,0.6,0.0,66,86%,2.2,3.0,0.9,2.8,83.1%,SF
178,SG,Yogi Ferrell,"Yogi Ferrell,Dallas Mavericks",",",58,Glue Guys,No,Dallas Mavericks,10.3,0.947,0.983,0.036,0.4,9.8,10.2,111,77%,0.3,9.4,10.4,324,33%,0.4,-0.3,0.0,2.6,62.9%,SG
17,PG,Naz Mitrou-Long,"Naz Mitrou-Long,Utah Jazz",",",1,Stretch Bigs,No,Utah Jazz,1.0,1.008,3.000,1.992,2.0,1.0,3.0,17,96%,-0.6,0.8,0.0,91,81%,0.2,3.0,2.6,2.6,96.5%,PG
179,PF,Ryan Anderson,"Ryan Anderson,Houston Rockets",",",55,Pick and Pop Bigs,No,Houston Rockets,9.1,1.030,1.097,0.068,0.6,9.4,10.0,83,83%,0.6,8.5,8.4,379,21%,0.9,1.6,0.0,2.4,62.7%,PF
177,C,Brook Lopez,"Brook Lopez,Los Angeles Lakers",",",48,Versatile Bigs,No,Los Angeles Lakers,12.7,0.986,0.936,-0.050,-0.6,12.5,11.9,350,27%,-0.7,9.9,9.5,76,84%,2.6,2.4,0.0,2.3,63.1%,C
183,C,Ian Mahinmi,"Ian Mahinmi,Washington Wizards",",",55,Unskilled Bigs,No,Washington Wizards,4.7,1.042,0.935,-0.107,-0.5,4.9,4.4,323,33%,-0.5,6.2,5.8,98,80%,-1.3,-1.4,0.0,1.9,61.9%,C
39,PG,Jeremy Lin,"Jeremy Lin,Brooklyn Nets",",",1,Rock Pounders,No,Brooklyn Nets,18.0,0.877,1.000,0.123,2.2,15.8,18.0,13,97%,0.5,9.4,10.0,366,24%,6.4,8.0,1.7,1.7,91.9%,PG
182,PF,Draymond Green,"Draymond Green,Golden State Warriors",",",50,Reluctant Shooters,No,Golden State Warriors,13.2,0.995,0.862,-0.133,-1.8,13.1,11.4,466,3%,-1.8,11.0,10.7,12,98%,2.1,0.7,0.0,1.8,62.1%,PF
89,SF,Bruno Caboclo,"Bruno Caboclo,Toronto Raptors",",",2,Glue Guys,No,Toronto Raptors,0.5,1.087,0.000,-1.087,-0.5,0.5,0.0,328,32%,-1.3,1.9,0.0,26,95%,-1.4,0.0,0.8,1.6,81.5%,SF
149,PF,Okaro White,"Okaro White,Atlanta Hawks",",",5,Stretch Bigs,No,Atlanta Hawks,3.8,0.986,1.053,0.066,0.3,3.7,4.0,132,73%,0.0,6.8,6.8,212,56%,-3.1,-2.8,0.3,1.4,69.0%,PF
184,PF,Noah Vonleh,"Noah Vonleh,Chicago Bulls",",",34,Bigs-with-Touch,No,Chicago Bulls,3.7,1.056,0.968,-0.087,-0.3,3.9,3.6,273,43%,-0.4,4.5,4.5,126,74%,-0.6,-0.9,0.0,1.1,61.7%,PF
181,PF,Chandler Parsons,"Chandler Parsons,Memphis Grizzlies",",",27,Glue Guys,No,Memphis Grizzlies,8.2,0.963,1.050,0.087,0.7,7.9,8.6,74,85%,0.7,5.1,5.9,407,15%,2.8,2.7,0.0,1.0,62.3%,PF
148,PG,Jacob Pullen,"Jacob Pullen,Philadelphia 76ers",",",3,Spot-Up Wings,No,Philadelphia 76ers,1.0,0.804,0.667,-0.138,-0.1,0.8,0.7,225,53%,-0.4,1.3,0.7,114,76%,-0.5,0.0,0.3,0.9,69.2%,PG
87,PF,Gordon Hayward,"Gordon Hayward,Boston Celtics",",",1,Unskilled Bigs,No,Boston Celtics,2.0,1.178,1.000,-0.178,-0.4,2.4,2.0,281,41%,-1.2,1.7,0.0,36,93%,0.7,2.0,0.8,0.8,81.9%,PF
151,PF,James Michael McAdoo,"James Michael McAdoo,Philadelphia 76ers",",",3,Stretch Bigs,No,Philadelphia 76ers,3.0,0.979,0.667,-0.313,-0.9,2.9,2.0,415,14%,-1.2,1.9,1.0,34,93%,1.0,1.0,0.3,0.8,68.5%,PF
157,PG,Monte Morris,"Monte Morris,Denver Nuggets",",",3,Stretch Bigs,No,Denver Nuggets,2.7,0.941,1.250,0.309,0.8,2.5,3.3,64,87%,0.6,3.2,4.0,386,20%,-0.7,-0.7,0.2,0.7,67.3%,PG
188,C,Jack Cooley,"Jack Cooley,Sacramento Kings",",",0,Parasitic Bigs,No,Sacramento Kings,Sacramento Kings,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,186,-,0.0,0.0,0.0,227,-,#DIV/0!,#DIV/0!,0.0,0.0,-,C
185,C,Cody Zeller,"Cody Zeller,Charlotte Hornets",",",26,Bigs-with-Touch,No,Charlotte Hornets,7.1,1.022,0.968,-0.055,-0.4,7.3,6.9,291,39%,-0.4,7.7,7.3,116,76%,-0.5,-0.4,0.0,0.5,61.5%,C
176,SG,Julyan Stone,"Julyan Stone,Charlotte Hornets",",",11,Distributors,No,Charlotte Hornets,0.7,0.820,0.750,-0.070,-0.1,0.6,0.5,206,57%,-0.1,1.2,1.1,193,60%,-0.6,-0.5,0.0,0.5,63.3%,SG
114,SF,Luol Deng,"Luol Deng,Los Angeles Lakers",",",1,Glue Guys,No,Los Angeles Lakers,3.0,1.087,0.667,-0.420,-1.3,3.3,2.0,446,7%,-1.8,10.4,8.0,14,97%,-7.2,-6.0,0.5,0.5,76.3%,SF
175,PF,Brice Johnson,"Brice Johnson,Memphis Grizzlies",",",9,Roll-and-Cut Bigs,No,Memphis Grizzlies,1.8,1.016,1.000,-0.016,0.0,1.8,1.8,200,58%,-0.1,1.2,1.2,200,58%,0.6,0.6,0.1,0.5,63.5%,PF
186,SF,Evan Fournier,"Evan Fournier,Orlando Magic",",",49,Secondary Creators,No,Orlando Magic,17.2,0.964,1.033,0.069,1.2,16.6,17.8,40,92%,1.2,9.3,9.7,458,5%,7.3,8.1,0.0,0.3,61.3%,SF
180,PF,Joel Bolomboy,"Joel Bolomboy,Milwaukee Bucks",",",6,Bigs-with-Touch,No,Milwaukee Bucks,1.8,1.055,0.818,-0.237,-0.4,1.9,1.5,303,37%,-0.5,2.5,2.8,107,78%,-0.5,-1.3,0.0,0.3,62.5%,PF
187,SF,Lance Thomas,"Lance Thomas,New York Knicks",",",56,Stretch Bigs,No,New York Knicks,4.4,1.006,0.882,-0.124,-0.5,4.4,3.9,330,31%,-0.5,4.7,4.0,95,80%,-0.3,-0.1,0.0,0.0,61.0%,SF
193,PF,Tyler Cavanaugh,"Tyler Cavanaugh,Atlanta Hawks",",",30,Pick and Pop Bigs,No,Atlanta Hawks,4.5,1.038,1.104,0.066,0.3,4.6,4.9,124,74%,0.3,5.3,5.3,315,34%,-0.7,-0.3,0.0,-0.1,59.8%,PF
194,PF,Lauri Markkanen,"Lauri Markkanen,Chicago Bulls",",",51,Pick and Pop Bigs,Yes,Chicago Bulls,14.9,0.990,1.017,0.027,0.4,14.8,15.2,107,78%,0.4,9.5,9.6,344,28%,5.3,5.6,0.0,-0.1,59.6%,PF
196,PF,Paul Millsap,"Paul Millsap,Denver Nuggets",",",16,Versatile Bigs,No,Denver Nuggets,16.4,0.987,0.924,-0.063,-1.0,16.2,15.2,426,11%,-1.0,10.8,10.7,42,91%,5.4,4.5,0.0,-0.4,59.2%,PF
198,PG,Ryan Arcidiacono,"Ryan Arcidiacono,Chicago Bulls",",",13,Stretch Bigs,Yes,Chicago Bulls,1.2,0.924,0.938,0.014,0.0,1.1,1.2,182,62%,0.1,2.9,2.6,253,47%,-1.7,-1.5,0.0,-0.4,58.8%,PG
212,SF,Malcolm Miller,"Malcolm Miller,Toronto Raptors",",",3,Stretch Bigs,No,Toronto Raptors,1.7,1.029,1.200,0.171,0.3,1.7,2.0,127,74%,0.4,1.3,1.3,352,27%,0.4,0.7,-0.2,-0.5,55.8%,SF
205,SF,Jabari Bird,"Jabari Bird,Boston Celtics",",",6,Off-Ball Workers,Yes,Boston Celtics,1.0,1.089,0.833,-0.256,-0.3,1.1,0.8,255,47%,-0.2,1.3,1.0,176,63%,-0.2,-0.2,-0.1,-0.6,57.3%,SF
197,SF,Wesley Johnson,"Wesley Johnson,Los Angeles Clippers",",",51,Stretch Bigs,No,Los Angeles Clippers,7.2,0.993,0.897,-0.096,-0.7,7.2,6.5,367,24%,-0.7,7.8,7.5,80,83%,-0.6,-1.0,0.0,-1.4,59.0%,SF
242,SF,Daniel Hamilton,"Daniel Hamilton,Oklahoma City Thunder",",",4,Rock Pounders,No,Oklahoma City Thunder,Oklahoma City Thunder,3.3,0.0,-3.2,0.0,3.0,3.0,181,62%,0.3,1.9,1.0,306,36%,1.1,2.0,-0.3,-1.0,49.6%,SF
299,PG,London Perrantes,"London Perrantes,Cleveland Cavaliers",",",2,Stretch Bigs,No,Cleveland Cavaliers,0.5,1.008,0.000,-1.008,-0.5,0.5,0.0,321,33%,0.0,1.5,1.5,238,50%,-1.0,-1.5,-0.5,-1.0,37.7%,PG
195,C,Pau Gasol,"Pau Gasol,San Antonio Spurs",",",56,Versatile Bigs,No,San Antonio Spurs,11.3,0.999,0.948,-0.051,-0.6,11.2,10.7,342,29%,-0.6,10.3,10.6,92,81%,0.9,0.1,0.0,-1.2,59.4%,C
246,PF,Jacob Wiley,"Jacob Wiley,Brooklyn Nets",",",5,Stretch Bigs,No,Brooklyn Nets,1.0,1.044,0.800,-0.244,-0.2,1.0,0.8,254,47%,0.0,2.8,2.8,240,50%,-1.8,-2.0,-0.3,-1.3,48.8%,PF
325,SF,Luis Montero,"Luis Montero,Detroit Pistons",",",2,Stretch Bigs,No,Detroit Pistons,1.5,0.866,0.000,-0.866,-1.3,1.3,0.0,447,7%,-0.6,1.0,0.0,84,83%,0.3,0.0,-0.7,-1.3,32.3%,SF
188,PF,Tyler Lydon,"Tyler Lydon,Denver Nuggets",",",0,Unskilled Bigs,No,Denver Nuggets,Denver Nuggets,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,186,-,0.0,0.0,0.0,227,-,#DIV/0!,#DIV/0!,0.0,0.0,-,PF
200,SG,Rashad Vaughn,"Rashad Vaughn,New Orleans Pelicans",",",22,Spot-Up Wings,No,New Orleans Pelicans,2.6,1.008,1.017,0.009,0.0,2.7,2.7,178,63%,0.1,2.2,2.2,265,45%,0.4,0.5,-0.1,-1.3,58.3%,SG
