Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total,pra,total_pra,total_prank,pra_rank
Troy Murphy,25,GSW,34.0,10.0,1.4,0.6,0.4,14.0,11.3,0.4,2.4,0.3,0.5,0.8,1.5,2.6,15.9,0.5,19.2,0.8,6.5,16.5,6.7,1.0,0.8,9.9,0.1,-0.7,2006,12.4,0.4,0,12,0.0,,0,0,0.9,1.0,19.0,0.0,4.0,28.0,0.0,5.0,0.0,47.0,20.0,5.0,3692.0,1150.5
Cuttino Mobley,30,LAC,37.7,4.3,3.0,1.2,0.5,14.8,12.8,0.4,3.1,0.3,0.5,0.8,1.8,2.6,13.1,0.5,19.8,1.8,5.3,6.6,13.1,1.6,0.9,11.4,0.1,0.3,2006,9.0,0.6,1,5,0.0,,0,0,1.0,5.0,2.0,4.0,3.0,0.0,4.0,8.0,8.0,2.0,11.0,24.0,1714.0,1917.0
Yao Ming,25,HOU,34.2,10.2,1.5,0.5,1.6,22.3,15.8,0.5,0.0,0.0,0.5,0.9,2.6,3.4,25.6,0.6,29.9,2.2,8.6,17.5,9.8,0.8,3.9,12.0,0.2,2.4,2006,13.8,0.4,0,13,0.0,,0,0,0.7,13.0,21.0,1.0,16.0,18.0,0.0,29.0,1.0,39.0,35.0,31.0,1432.5,527.0
Chris Bosh,21,TOR,39.3,9.2,2.6,0.7,1.1,22.5,15.5,0.5,0.2,0.0,0.5,0.8,2.2,3.0,23.2,0.6,25.2,3.1,9.8,14.4,11.8,1.0,2.3,10.5,0.2,2.5,2006,13.6,0.3,0,12,0.0,,0,0,0.9,11.0,16.0,1.0,25.0,26.0,6.0,36.0,7.0,42.0,28.0,50.0,892.5,738.0
Lorenzen Wright,29,MEM,28.6,7.7,1.1,0.7,0.9,9.6,8.5,0.5,0.0,0.0,0.5,0.7,1.3,3.1,13.9,0.5,17.9,0.8,5.2,16.1,6.7,1.4,2.4,11.5,0.1,-0.6,2005,10.4,0.5,1,8,0.0,,0,0,1.0,5.0,16.0,0.0,5.0,17.0,0.0,10.0,0.0,33.0,21.0,10.0,2777.0,1086.0
Shareef Abdur-Rahim,29,SAC,27.2,5.0,2.1,0.7,0.6,12.3,8.8,0.5,0.3,0.2,0.5,0.8,1.5,3.2,17.2,0.6,20.1,1.4,6.2,10.6,13.2,1.3,1.6,12.5,0.2,0.9,2006,8.4,0.5,1,8,0.0,,0,0,0.9,1.0,3.0,0.0,4.0,3.0,2.0,5.0,2.0,6.0,4.0,9.0,2919.5,3489.5
Ray Allen,30,SEA,38.7,4.3,3.7,1.3,0.2,25.1,19.2,0.5,8.4,0.4,0.5,0.9,2.4,1.9,22.2,0.6,27.4,4.2,9.5,6.6,17.2,1.8,0.4,10.2,0.1,3.6,2006,9.5,0.4,0,11,0.0,,0,0,1.0,23.0,3.0,3.0,27.0,3.0,7.0,50.0,10.0,6.0,29.0,70.0,604.5,701.0
Rafer Alston,29,HOU,38.6,4.0,6.7,1.6,0.2,12.1,11.7,0.4,5.0,0.3,0.4,0.7,2.5,3.1,12.6,0.5,18.8,1.7,3.4,6.1,30.8,2.3,0.5,16.4,0.1,0.8,2006,12.5,0.4,0,13,0.0,,0,0,0.8,1.0,1.0,21.0,4.0,1.0,22.0,5.0,43.0,2.0,23.0,91.0,408.0,961.5
Carmelo Anthony,21,DEN,36.8,4.9,2.7,1.1,0.5,26.5,19.7,0.5,1.9,0.2,0.5,0.8,2.7,2.9,22.0,0.6,32.0,2.6,9.4,7.8,14.3,1.5,1.1,10.4,0.2,1.5,2006,9.2,0.5,1,7,0.0,,0,0,1.0,34.0,6.0,2.0,29.0,0.0,1.0,63.0,3.0,6.0,42.0,69.0,615.0,377.5
Gilbert Arenas,24,WAS,42.3,3.5,6.1,2.0,0.3,29.3,20.9,0.4,6.8,0.4,0.5,0.8,3.7,3.6,23.8,0.6,30.5,6.4,13.6,4.8,27.0,2.5,0.6,12.8,0.2,5.5,2006,11.9,0.5,1,5,0.0,,0,0,1.0,31.0,1.0,24.0,25.0,1.0,29.0,56.0,53.0,2.0,56.0,162.0,52.0,181.5
Leandro Barbosa,23,PHO,27.9,2.6,2.8,0.8,0.1,13.1,9.9,0.5,3.4,0.4,0.6,0.8,1.6,2.5,15.1,0.6,20.3,0.9,3.8,5.2,14.4,1.5,0.3,12.3,0.1,0.3,2006,6.3,0.7,1,3,0.0,,0,0,0.7,3.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,3.0,7.0,3239.0,3932.0
Tony Battie,29,ORL,27.0,5.6,0.6,0.6,0.8,7.9,6.7,0.5,0.1,0.0,0.5,0.7,1.1,3.0,12.2,0.5,14.9,0.4,3.8,12.7,3.7,1.1,2.5,12.6,0.1,-1.3,2006,7.6,0.4,0,10,0.0,,0,0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0,6409.0,3932.0
Shane Battier,27,MEM,35.0,5.3,1.7,1.1,1.4,10.1,7.7,0.5,2.0,0.4,0.5,0.7,1.1,2.8,14.7,0.6,13.7,4.3,9.1,9.2,8.2,1.8,3.2,11.2,0.2,4.0,2006,9.5,0.6,1,4,0.0,,0,0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,2.0,7.0,7.0,9.0,2919.5,2603.5
Raja Bell,29,PHO,37.5,3.2,2.6,1.0,0.3,14.7,11.8,0.5,5.6,0.4,0.6,0.8,1.1,3.1,12.9,0.6,16.4,2.8,6.8,4.7,9.8,1.3,0.5,8.2,0.1,1.8,2006,7.1,0.7,1,3,0.0,,0,0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,5.0,8.0,3073.0,3132.0
Mike Bibby,27,SAC,38.6,2.9,5.4,1.0,0.1,21.1,16.9,0.4,6.1,0.4,0.5,0.8,2.4,2.1,17.9,0.6,25.4,2.4,8.4,4.4,25.2,1.4,0.2,11.3,0.1,1.0,2006,9.4,0.5,1,8,0.0,,0,0,1.0,21.0,0.0,21.0,12.0,1.0,15.0,33.0,36.0,1.0,42.0,105.0,315.0,377.5
Steve Blake,25,POR,26.2,2.1,4.5,0.6,0.1,8.2,6.9,0.4,2.7,0.4,0.5,0.8,1.2,1.6,14.5,0.5,15.8,0.1,2.8,4.9,29.0,1.3,0.2,14.0,0.1,-1.7,2006,7.3,0.3,0,15,0.0,,0,0,0.8,0.0,0.0,10.0,1.0,0.0,23.0,1.0,33.0,0.0,10.0,67.0,642.5,2045.0
Andrew Bogut,21,MIL,28.6,7.0,2.3,0.6,0.8,9.4,7.4,0.5,0.0,0.0,0.5,0.6,1.5,3.2,15.2,0.6,15.9,2.3,5.5,14.5,13.4,1.1,2.3,15.3,0.1,1.8,2006,10.7,0.5,1,8,0.0,,0,0,1.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,19.0,10.0,0.0,6409.0,2045.0
Carlos Boozer,24,UTA,31.1,8.6,2.7,0.9,0.2,16.3,12.1,0.5,0.0,,0.5,0.7,2.1,3.2,21.4,0.6,23.9,1.2,3.5,16.9,18.0,1.6,0.6,13.1,0.2,2.6,2006,12.4,0.5,0,9,0.0,,0,0,0.4,5.0,5.0,1.0,6.0,8.0,5.0,11.0,6.0,13.0,11.0,23.0,1761.5,1917.0
Bruce Bowen,34,SAS,33.6,3.9,1.5,1.0,0.4,7.5,6.5,0.4,3.0,0.4,0.5,0.6,0.8,2.3,9.1,0.5,11.1,2.7,6.2,6.9,6.8,1.6,0.8,10.5,0.1,1.9,2006,6.8,0.8,1,1,0.0,,0,0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,6.0,3448.0,3132.0
Mo Williams,22,MIL,28.2,3.1,6.1,0.9,0.1,10.2,9.2,0.4,1.2,0.3,0.5,0.8,2.5,2.8,14.1,0.5,20.3,0.4,2.2,6.4,35.4,1.7,0.4,19.5,0.0,-1.2,2005,10.2,0.4,0,13,0.0,,0,0,1.0,1.0,0.0,17.0,2.0,0.0,32.0,3.0,49.0,0.0,18.0,101.0,343.5,1295.0
Earl Boykins,29,DEN,25.7,1.4,3.8,0.8,0.1,12.6,11.0,0.4,3.0,0.3,0.5,0.9,1.4,1.2,15.7,0.5,23.8,0.0,2.9,3.1,25.0,1.6,0.2,10.1,0.1,-2.1,2006,6.1,0.5,1,7,0.0,,0,0,0.7,2.0,0.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,4.0,14.0,2354.5,3489.5
Primoz Brezec,26,CHA,27.4,5.6,0.6,0.2,0.4,12.4,10.0,0.5,0.0,0.0,0.5,0.7,1.1,2.9,15.3,0.6,20.0,-0.5,4.6,11.8,3.7,0.5,1.1,8.7,0.1,-2.9,2006,6.8,0.3,0,13,0.0,,0,0,1.0,2.0,3.0,0.0,7.0,12.0,0.0,9.0,0.0,15.0,5.0,9.0,2919.5,3132.0
Kwame Brown,23,LAL,27.5,6.6,1.0,0.4,0.6,7.4,5.4,0.5,0.0,0.0,0.5,0.5,1.4,2.7,11.7,0.5,13.6,0.2,3.6,14.1,5.6,0.7,1.8,16.9,0.1,-1.7,2006,8.6,0.5,1,6,0.0,,0,0,0.9,0.0,9.0,1.0,0.0,6.0,0.0,0.0,1.0,15.0,10.0,2.0,4863.0,2045.0
P.J. Brown,36,NOK,31.7,7.3,1.2,0.6,0.7,9.0,7.8,0.5,0.0,,0.5,0.8,1.2,2.9,12.7,0.5,14.7,1.0,4.4,13.7,6.3,1.0,1.7,12.0,0.1,-0.3,2006,9.8,0.5,0,10,0.0,,0,0,0.9,2.0,7.0,0.0,2.0,16.0,0.0,4.0,0.0,23.0,9.0,4.0,3990.0,2207.0
Caron Butler,25,WAS,36.1,6.2,2.5,1.7,0.2,17.6,14.5,0.5,1.6,0.3,0.5,0.9,2.3,3.2,17.0,0.5,23.2,1.9,6.3,10.0,12.1,2.4,0.5,12.4,0.1,0.8,2006,10.6,0.5,1,5,0.0,,0,0,0.9,4.0,8.0,1.0,5.0,6.0,2.0,9.0,3.0,14.0,13.0,15.0,2279.5,1707.0
Marcus Camby,31,DEN,33.2,11.9,2.1,1.4,3.3,12.8,11.6,0.5,0.2,0.1,0.5,0.7,1.6,2.8,19.9,0.5,19.5,2.7,5.5,21.0,10.2,2.2,7.5,11.4,0.1,3.8,2006,18.7,0.5,1,7,0.0,,0,0,0.7,3.0,24.0,0.0,4.0,19.0,0.0,7.0,0.0,43.0,27.0,7.0,3239.0,775.5
Vince Carter,29,NJN,36.8,5.8,4.3,1.2,0.7,24.2,19.2,0.4,4.6,0.3,0.5,0.8,2.7,3.0,21.6,0.5,32.3,4.7,9.3,9.3,24.4,1.7,1.5,10.7,0.2,4.4,2006,12.0,0.6,1,4,0.0,,0,0,1.0,31.0,7.0,5.0,14.0,1.0,2.0,45.0,7.0,8.0,43.0,59.0,753.5,360.0
Sam Cassell,36,LAC,34.0,3.7,6.3,0.9,0.1,17.2,14.3,0.4,2.4,0.4,0.5,0.9,2.2,2.9,18.5,0.5,25.0,2.5,7.6,6.3,32.5,1.5,0.3,12.2,0.1,1.8,2006,11.0,0.6,1,5,0.0,,0,0,1.0,6.0,1.0,31.0,8.0,0.0,16.0,14.0,47.0,1.0,38.0,108.0,291.5,457.5
Tyson Chandler,23,CHI,26.8,9.0,1.0,0.5,1.3,5.3,3.6,0.6,0.0,0.0,0.6,0.5,1.6,3.8,12.2,0.6,10.4,2.2,5.4,19.3,5.6,1.0,3.8,25.1,0.1,2.2,2006,11.8,0.5,1,7,0.0,,0,0,1.0,0.0,18.0,0.0,1.0,17.0,0.0,1.0,0.0,35.0,18.0,1.0,5511.0,1295.0
Josh Childress,22,ATL,30.4,5.2,1.8,1.2,0.5,10.0,6.8,0.6,0.9,0.5,0.6,0.8,1.4,2.5,15.8,0.6,14.0,2.0,5.7,10.3,9.4,2.0,1.3,14.6,0.1,1.5,2006,8.7,0.3,0,14,0.0,,0,0,0.9,0.0,3.0,0.0,1.0,4.0,2.0,1.0,2.0,7.0,3.0,5.0,3692.0,3932.0
Speedy Claxton,27,NOK,28.4,2.7,4.8,1.5,0.1,12.3,10.4,0.4,0.9,0.3,0.4,0.8,2.2,2.5,16.1,0.5,23.8,1.0,3.0,5.7,29.8,2.9,0.2,14.9,0.1,0.1,2006,9.1,0.5,0,10,0.0,,0,0,0.9,2.0,0.0,8.0,5.0,0.0,6.0,7.0,14.0,0.0,10.0,35.0,1289.0,2045.0
Jason Collins,27,NJN,26.7,4.8,1.0,0.6,0.6,3.6,3.7,0.4,0.2,0.2,0.4,0.5,0.9,3.5,5.5,0.4,9.0,0.0,2.0,10.6,5.7,1.3,1.7,16.9,0.1,-2.1,2006,7.0,0.6,1,4,0.0,,0,0,0.9,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,6409.0,4486.5
Jamal Crawford,25,NYK,32.3,3.1,3.8,1.1,0.2,14.3,11.1,0.4,3.7,0.3,0.5,0.8,2.2,1.9,15.5,0.5,21.5,1.7,4.5,5.9,20.9,1.8,0.5,14.4,0.1,0.7,2006,8.2,0.3,0,15,0.0,,0,0,1.0,12.0,2.0,3.0,10.0,1.0,21.0,22.0,24.0,3.0,17.0,70.0,604.5,1377.0
Metta World Peace,25,IND,41.6,6.4,3.1,1.7,0.9,24.6,17.0,0.5,2.4,0.4,0.5,0.9,2.4,3.9,23.5,0.6,26.1,0.4,1.3,9.2,16.2,2.3,1.6,10.7,0.2,4.0,2005,12.1,0.5,1,6,0.0,,0,0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,4351.5,3932.0
Jason Williams,29,MEM,27.5,1.7,5.6,1.1,0.1,10.1,9.1,0.4,4.6,0.3,0.5,0.8,1.8,1.3,15.4,0.5,19.8,0.8,4.3,3.7,35.6,2.1,0.2,15.9,0.1,-0.5,2005,8.5,0.5,1,8,0.0,,0,0,0.9,5.0,0.0,21.0,0.0,0.0,14.0,5.0,35.0,0.0,26.0,75.0,549.5,820.0
Samuel Dalembert,24,PHI,26.7,8.2,0.4,0.5,2.4,7.3,5.6,0.5,0.0,0.0,0.5,0.7,1.6,3.7,14.2,0.6,13.8,0.2,3.6,18.0,2.2,1.0,6.9,20.0,0.1,-1.6,2006,11.5,0.5,0,9,0.0,,0,0,0.8,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,19.0,8.0,0.0,6409.0,2394.5
Josh Smith,19,ATL,27.7,6.2,1.7,0.8,1.9,9.7,8.1,0.5,0.3,0.2,0.5,0.7,1.8,2.1,15.4,0.5,18.4,0.8,2.4,13.0,10.2,1.5,5.4,16.0,0.1,-0.4,2005,10.6,0.2,0,15,0.0,,0,0,0.9,0.0,1.0,0.0,3.0,12.0,4.0,3.0,4.0,13.0,1.0,11.0,2642.5,5338.0
Morris Peterson,27,TOR,30.6,4.1,2.1,1.1,0.2,12.5,10.3,0.4,4.1,0.4,0.5,0.8,1.1,2.7,14.4,0.5,18.9,1.9,5.1,7.7,11.2,1.9,0.5,8.9,0.1,1.0,2005,7.5,0.4,0,11,0.0,,0,0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,5.0,4.0,5.0,9.0,13.0,2436.5,2207.0
Paul Pierce,27,BOS,36.1,6.6,4.2,1.6,0.5,21.6,14.9,0.5,3.6,0.4,0.5,0.8,2.8,3.1,21.8,0.6,26.6,4.7,11.2,10.6,20.3,2.3,1.0,13.2,0.2,4.3,2005,12.9,0.5,1,4,0.0,,0,0,1.0,25.0,13.0,14.0,17.0,7.0,9.0,42.0,23.0,20.0,52.0,88.0,428.0,219.0
James Posey,28,MEM,27.6,4.4,1.8,1.0,0.5,8.1,7.1,0.4,3.6,0.3,0.4,0.9,1.4,2.7,10.5,0.5,16.2,0.9,2.3,9.5,10.3,1.9,1.3,14.6,0.1,0.5,2005,7.7,0.5,1,8,0.0,,0,0,0.6,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,6.0,6.0,3448.0,2844.5
Tayshaun Prince,24,DET,37.1,5.3,3.0,0.7,0.9,14.7,11.7,0.5,1.7,0.3,0.5,0.8,1.6,2.0,16.2,0.6,18.8,3.4,9.4,8.4,14.5,1.0,1.8,11.1,0.1,2.4,2005,9.9,0.7,1,2,0.0,,0,0,1.0,9.0,1.0,4.0,5.0,1.0,2.0,14.0,6.0,2.0,14.0,26.0,1617.0,1608.0
Vladimir Radmanovic,24,SEA,29.5,4.6,1.4,0.9,0.5,11.8,10.3,0.4,5.2,0.4,0.5,0.8,1.3,2.7,13.7,0.5,19.3,1.5,3.7,9.5,7.9,1.7,1.3,10.3,0.1,1.3,2005,7.4,0.6,1,4,0.0,,0,0,0.8,3.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,7.0,4.0,3990.0,2603.5
Zach Randolph,23,POR,34.8,9.6,1.9,0.7,0.4,18.9,16.1,0.4,0.1,0.0,0.4,0.8,2.4,2.4,18.6,0.5,27.7,-0.1,3.1,15.9,10.2,1.1,0.8,11.6,0.1,-2.2,2005,12.6,0.3,0,13,0.0,,0,0,0.6,8.0,12.0,0.0,11.0,12.0,1.0,19.0,1.0,24.0,20.0,21.0,1877.0,1150.5
Theo Ratliff,31,POR,27.5,5.3,0.5,0.4,2.5,4.8,4.1,0.4,0.0,,0.4,0.7,0.9,2.9,10.1,0.5,9.6,0.7,2.3,11.0,2.9,0.7,6.5,15.6,0.1,-0.5,2005,8.7,0.3,0,13,0.0,,0,0,0.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6409.0,6437.0
Michael Redd,25,MIL,38.0,4.2,2.3,0.8,0.1,23.0,18.9,0.4,3.9,0.4,0.5,0.9,1.8,2.0,18.3,0.5,27.8,1.4,6.2,6.4,11.4,1.2,0.2,7.6,0.1,-0.1,2005,7.4,0.4,0,13,0.0,,0,0,0.9,18.0,0.0,1.0,32.0,0.0,2.0,50.0,3.0,0.0,19.0,56.0,800.5,1216.0
Jason Richardson,24,GSW,37.8,5.9,3.9,1.5,0.4,21.7,19.0,0.4,5.1,0.3,0.5,0.7,2.3,2.2,19.0,0.5,27.1,3.0,5.7,8.5,19.2,2.0,0.8,10.1,0.1,2.4,2005,11.7,0.4,0,12,0.0,,0,0,0.9,18.0,4.0,3.0,17.0,5.0,12.0,35.0,15.0,9.0,25.0,65.0,670.0,865.5
Quentin Richardson,24,PHO,35.9,6.1,2.0,1.2,0.3,14.9,13.2,0.4,8.0,0.4,0.5,0.7,1.3,2.5,13.6,0.5,18.9,2.8,5.8,9.0,7.9,1.7,0.6,8.3,0.1,1.9,2005,9.6,0.8,1,1,0.0,,0,0,1.0,4.0,2.0,0.0,3.0,2.0,2.0,7.0,2.0,4.0,6.0,11.0,2642.5,2844.5
Luke Ridnour,23,SEA,31.4,2.5,5.9,1.1,0.3,10.0,9.0,0.4,2.2,0.4,0.5,0.9,1.8,2.3,14.6,0.5,17.4,1.5,5.4,4.9,30.6,2.0,0.7,15.4,0.1,0.4,2005,9.8,0.6,1,4,0.0,,0,0,1.0,0.0,0.0,30.0,0.0,0.0,19.0,0.0,49.0,0.0,30.0,98.0,364.0,663.5
Jalen Rose,32,TOR,33.5,3.4,2.6,0.8,0.1,18.5,14.3,0.5,3.4,0.4,0.5,0.9,2.2,2.3,16.6,0.6,25.5,0.8,4.8,5.8,14.0,1.2,0.3,11.9,0.1,-0.8,2005,6.9,0.4,0,11,0.0,,0,0,1.0,8.0,0.0,3.0,22.0,3.0,5.0,30.0,8.0,3.0,11.0,46.0,976.0,1917.0
Bobby Simmons,24,LAC,37.3,5.9,2.7,1.4,0.2,16.4,13.6,0.5,1.5,0.4,0.5,0.8,1.8,3.0,16.1,0.5,21.0,2.6,6.8,9.6,13.1,2.0,0.4,10.6,0.1,1.7,2005,10.2,0.5,0,10,0.0,,0,0,0.9,4.0,2.0,4.0,7.0,1.0,1.0,11.0,5.0,3.0,10.0,21.0,1877.0,2045.0
Joe Smith,29,MIL,30.6,7.3,0.9,0.6,0.5,11.0,8.4,0.5,0.0,0.0,0.5,0.8,1.1,3.0,15.0,0.6,16.1,1.1,5.5,14.0,4.9,1.0,1.2,9.9,0.1,-0.2,2005,9.3,0.4,0,13,0.0,,0,0,0.9,0.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,27.0,12.0,0.0,6409.0,1811.5
Latrell Sprewell,34,MIN,30.6,3.2,2.2,0.7,0.3,12.8,12.0,0.4,2.6,0.3,0.5,0.8,1.6,1.6,12.1,0.5,22.2,-0.3,1.9,5.9,12.0,1.2,0.6,10.8,0.0,-2.5,2005,6.4,0.5,0,9,0.0,,0,0,1.0,5.0,0.0,0.0,8.0,0.0,2.0,13.0,2.0,0.0,5.0,17.0,2129.5,3132.0
Charlie Ward,34,HOU,25.7,2.8,3.1,1.1,0.0,5.4,5.5,0.3,3.6,0.3,0.4,0.8,1.3,1.6,8.7,0.5,13.2,0.1,0.5,6.3,18.4,2.3,0.0,17.9,0.1,-0.6,2005,7.0,0.6,1,5,0.0,,0,0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,3990.0,5338.0
Jerry Stackhouse,30,DAL,28.9,3.3,2.3,0.9,0.2,14.9,11.8,0.4,2.1,0.3,0.4,0.8,1.9,1.9,15.9,0.5,24.9,0.4,3.5,6.3,13.0,1.7,0.5,11.8,0.1,-1.0,2005,6.7,0.7,1,3,0.0,,0,0,0.7,3.0,0.0,2.0,2.0,0.0,3.0,5.0,5.0,0.0,5.0,15.0,2279.5,3132.0
Peja Stojakovic,27,SAC,38.4,4.3,2.1,1.2,0.2,20.1,15.4,0.4,6.6,0.4,0.5,0.9,1.5,2.4,17.3,0.6,21.7,2.1,7.3,6.3,8.7,1.6,0.3,8.2,0.1,1.3,2005,7.8,0.6,1,6,0.0,,0,0,0.8,17.0,2.0,0.0,6.0,0.0,0.0,23.0,0.0,2.0,19.0,23.0,1761.5,1216.0
Damon Stoudamire,31,POR,34.1,3.8,5.7,1.1,0.0,15.8,14.4,0.4,6.0,0.4,0.5,0.9,2.0,2.0,16.6,0.5,23.6,2.2,5.7,6.5,29.2,1.7,0.1,11.6,0.1,1.1,2005,10.6,0.3,0,13,0.0,,0,0,1.0,5.0,1.0,17.0,15.0,1.0,25.0,20.0,42.0,2.0,23.0,104.0,319.5,961.5
Bob Sura,31,HOU,31.5,5.5,5.2,1.1,0.1,10.3,8.3,0.4,2.5,0.4,0.5,0.8,2.4,2.8,14.4,0.5,18.0,2.2,4.8,10.2,27.3,1.8,0.3,20.0,0.1,2.5,2005,11.9,0.6,1,5,0.0,,0,0,0.7,4.0,6.0,16.0,0.0,3.0,4.0,4.0,20.0,9.0,26.0,44.0,1032.5,820.0
Wally Szczerbiak,27,MIN,31.6,3.7,2.4,0.5,0.2,15.5,11.3,0.5,2.1,0.4,0.5,0.9,1.6,2.2,17.1,0.6,21.5,1.8,7.3,6.8,12.7,0.8,0.5,11.1,0.1,0.8,2005,6.8,0.5,0,9,0.0,,0,0,1.0,9.0,0.0,1.0,4.0,0.0,0.0,13.0,1.0,0.0,10.0,15.0,2279.5,2045.0
Jason Terry,27,DAL,30.0,2.4,5.4,1.4,0.2,12.4,9.3,0.5,3.1,0.4,0.6,0.8,1.8,2.2,18.4,0.6,18.0,3.0,8.5,4.4,28.8,2.4,0.5,15.2,0.2,3.0,2005,9.4,0.7,1,3,0.0,,0,0,1.0,2.0,0.0,34.0,3.0,0.0,9.0,5.0,43.0,0.0,36.0,91.0,408.0,500.5
Kurt Thomas,32,NYK,35.7,10.4,2.0,0.9,1.0,11.5,11.3,0.5,0.1,0.5,0.5,0.8,1.2,3.9,14.1,0.5,16.6,1.5,5.2,17.1,9.3,1.3,2.1,9.5,0.1,0.0,2005,14.3,0.4,0,12,0.0,,0,0,1.0,1.0,20.0,0.0,0.0,26.0,0.0,1.0,0.0,46.0,21.0,1.0,5511.0,1086.0
Tim Thomas,27,NYK,27.3,3.3,1.5,0.6,0.2,12.0,10.1,0.4,2.9,0.4,0.5,0.8,1.6,3.1,12.3,0.5,21.3,-0.1,2.2,7.2,9.7,1.1,0.7,12.5,0.1,-2.2,2005,5.6,0.4,0,12,0.0,,0,0,0.9,3.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,2.0,4.0,6.0,3448.0,3489.5
Jamaal Tinsley,26,IND,32.5,4.0,6.4,2.0,0.3,15.4,13.1,0.4,3.9,0.4,0.5,0.7,3.4,2.8,18.6,0.5,26.8,1.9,2.8,7.3,39.3,3.4,0.7,18.4,0.1,3.7,2005,12.7,0.5,1,6,0.0,,0,0,0.5,4.0,0.0,19.0,4.0,0.0,12.0,8.0,31.0,0.0,23.0,70.0,604.5,961.5
Hedo Turkoglu,25,ORL,26.2,3.5,2.3,0.6,0.3,14.0,11.7,0.4,3.7,0.4,0.5,0.8,1.8,2.1,16.0,0.5,24.8,0.5,3.4,7.4,14.9,1.2,0.7,11.9,0.1,-0.8,2005,6.7,0.4,0,10,0.0,,0,0,0.8,7.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,7.0,11.0,2642.5,2603.5
Nick Van Exel,33,POR,30.5,3.0,4.3,0.8,0.0,11.1,10.6,0.4,4.8,0.4,0.5,0.8,1.7,1.3,12.5,0.5,19.5,0.1,1.6,5.7,23.3,1.5,0.0,13.4,0.0,-1.8,2005,8.1,0.3,0,13,0.0,,0,0,0.6,5.0,0.0,3.0,3.0,0.0,12.0,8.0,15.0,0.0,8.0,38.0,1202.0,2394.5
Ben Wallace,30,DET,36.1,12.2,1.7,1.4,2.4,9.7,8.8,0.5,0.1,0.1,0.5,0.4,1.1,2.1,17.4,0.5,15.2,3.9,8.5,19.8,7.6,2.2,5.0,9.5,0.2,3.8,2005,17.7,0.7,1,2,0.0,,0,0,0.9,3.0,40.0,0.0,0.0,15.0,1.0,3.0,1.0,55.0,43.0,5.0,3692.0,360.0
Gerald Wallace,22,CHA,30.7,5.5,2.0,1.7,1.3,11.1,9.1,0.4,0.9,0.3,0.5,0.7,2.3,2.6,14.1,0.5,19.1,1.8,2.4,10.3,10.4,2.8,3.2,17.2,0.1,1.3,2005,10.5,0.2,0,14,0.0,,0,0,0.9,2.0,2.0,2.0,4.0,3.0,0.0,6.0,2.0,5.0,6.0,10.0,2777.0,2844.5
Rasheed Wallace,30,DET,34.0,8.2,1.8,0.8,1.5,14.5,13.4,0.4,3.0,0.3,0.5,0.7,1.6,3.0,16.4,0.5,22.3,2.3,7.1,14.0,9.8,1.3,3.2,10.0,0.1,1.4,2005,12.3,0.7,1,2,0.0,,0,0,1.0,4.0,9.0,0.0,6.0,8.0,0.0,10.0,0.0,17.0,13.0,10.0,2777.0,1707.0
Eddy Curry,23,NYK,25.9,6.0,0.3,0.4,0.8,13.6,8.3,0.6,0.0,,0.6,0.6,2.5,3.3,17.0,0.6,24.1,-1.0,3.3,14.1,1.9,0.8,2.5,18.1,0.1,-4.2,2006,7.5,0.3,0,15,0.0,,0,0,0.9,3.0,5.0,0.0,10.0,13.0,0.0,13.0,0.0,18.0,8.0,13.0,2436.5,2394.5
