Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct
Kobe Bryant,32,LAL,33.9,5.1,4.7,1.2,0.1,25.3,20.0,0.5,4.3,0.3,0.5,0.8,3.0,2.1,23.9,0.5,35.1,4.1,10.3,8.5,26.7,1.9,0.3,11.4,0.2,3.8,2011,11.1,0.7,1,2,0.4,4.0,1,0,1.0
James Harden,29,HOU,37.3,6.5,7.5,2.1,0.7,36.2,24.6,0.4,13.4,0.4,0.5,0.9,5.2,3.3,29.9,0.6,40.4,9.3,13.9,9.8,39.1,2.8,1.7,15.0,0.2,10.9,2019,16.8,0.6,1,3,0.4,2.0,1,0,0.9
David Robinson,26,SAS,37.7,12.2,2.7,2.3,4.5,23.2,15.8,0.6,0.1,0.1,0.6,0.7,2.7,3.2,27.5,0.6,24.7,7.8,13.9,17.7,11.3,3.1,7.4,12.1,0.3,10.0,1992,21.7,0.6,1,5,0.4,3.0,1,0,0.8
LeBron James,23,CLE,40.4,7.9,7.2,1.8,1.1,30.0,21.9,0.5,4.8,0.3,0.5,0.7,3.4,2.2,29.1,0.6,33.5,10.1,15.2,11.1,37.3,2.4,2.1,11.4,0.2,11.2,2008,18.0,0.5,1,4,0.3,4.0,1,0,0.9
Blake Griffin,24,LAC,35.8,9.5,3.9,1.2,0.6,24.1,17.0,0.5,0.6,0.3,0.5,0.7,2.8,3.3,23.9,0.6,29.0,4.8,12.2,14.7,19.2,1.6,1.4,11.9,0.2,4.6,2014,15.2,0.7,1,3,0.3,3.0,1,0,1.0
Chauncey Billups,29,DET,36.1,3.1,8.6,0.9,0.1,18.5,12.5,0.4,5.2,0.4,0.5,0.9,2.1,2.0,23.4,0.6,22.9,4.9,15.5,5.1,39.3,1.3,0.2,12.0,0.3,4.7,2006,12.7,0.8,1,1,0.3,5.0,1,0,1.0
Kevin Garnett,23,MIN,40.0,11.8,5.0,1.5,1.6,22.9,18.8,0.5,1.0,0.4,0.5,0.8,3.3,2.5,23.6,0.5,27.4,6.6,11.6,17.1,21.5,1.9,2.8,13.6,0.2,6.1,2000,19.9,0.6,1,6,0.3,2.0,1,0,1.0
LeBron James,32,CLE,37.8,8.6,8.7,1.2,0.6,26.4,18.2,0.5,4.6,0.4,0.6,0.7,4.1,1.8,27.0,0.6,30.0,7.3,12.9,12.6,41.3,1.6,1.3,16.1,0.2,8.4,2017,19.1,0.6,1,2,0.3,4.0,1,0,0.9
Grant Hill,24,DET,39.3,9.0,7.3,1.8,0.6,21.4,15.7,0.5,0.4,0.3,0.5,0.7,3.2,2.3,25.5,0.6,28.3,7.9,14.6,14.2,36.0,2.6,1.3,14.4,0.2,8.0,1997,18.7,0.7,1,5,0.3,3.0,1,0,1.0
Anfernee Hardaway,24,ORL,36.8,4.3,7.1,2.0,0.5,21.7,14.8,0.5,3.5,0.3,0.5,0.8,2.8,2.0,24.6,0.6,25.5,6.4,14.4,6.8,32.2,2.9,1.0,13.5,0.2,6.4,1996,13.9,0.7,1,2,0.3,3.0,1,0,1.0
Chris Paul,26,LAC,36.4,3.6,9.1,2.5,0.1,19.8,14.8,0.5,3.6,0.4,0.5,0.9,2.1,2.3,27.0,0.6,24.3,5.4,12.7,5.8,43.8,3.8,0.2,10.8,0.3,7.9,2012,15.3,0.6,1,5,0.3,3.0,1,0,0.9
Tracy McGrady,22,ORL,38.3,7.9,5.3,1.6,1.0,25.6,20.9,0.5,3.7,0.4,0.5,0.7,2.5,1.8,25.1,0.5,31.1,5.9,11.5,11.5,25.8,2.1,1.8,9.4,0.2,6.0,2002,15.8,0.5,1,4,0.3,4.0,1,0,0.9
Alonzo Mourning,29,MIA,34.8,9.5,1.6,0.5,3.7,21.7,15.0,0.6,0.1,0.0,0.6,0.7,2.7,3.9,25.8,0.6,28.1,4.6,12.9,15.9,8.7,0.8,7.8,13.1,0.2,4.6,2000,15.3,0.6,1,2,0.3,3.0,1,0,1.0
Kobe Bryant,33,LAL,38.5,5.4,4.6,1.2,0.3,27.9,23.0,0.4,4.9,0.3,0.5,0.8,3.5,1.8,21.9,0.5,35.7,2.4,6.2,7.8,23.7,1.6,0.6,11.7,0.1,2.3,2012,11.5,0.6,1,3,0.3,4.0,1,0,0.9
Shaquille O'Neal,21,ORL,39.8,13.2,2.4,0.9,2.9,29.3,19.6,0.6,0.0,0.0,0.6,0.6,2.7,3.5,28.5,0.6,29.0,7.1,16.9,18.7,11.0,1.2,4.5,10.2,0.3,6.6,1994,19.4,0.6,1,4,0.3,4.0,1,0,1.0
Dirk Nowitzki,26,DAL,38.7,9.7,3.1,1.2,1.5,26.1,18.5,0.5,2.9,0.4,0.5,0.9,2.3,2.8,26.1,0.6,28.7,5.9,15.6,14.0,14.3,1.7,2.9,9.1,0.2,5.7,2005,15.5,0.7,1,3,0.3,3.0,1,0,1.0
Tony Parker,29,SAS,32.1,2.9,7.7,1.0,0.1,18.3,14.8,0.5,1.0,0.2,0.5,0.8,2.6,1.3,22.0,0.5,27.7,1.8,7.1,5.1,40.3,1.5,0.2,13.1,0.2,1.7,2012,11.7,0.8,1,1,0.3,5.0,1,0,0.9
Karl Malone,28,UTA,37.7,11.2,3.0,1.3,0.6,28.0,18.7,0.5,0.2,0.2,0.5,0.8,3.1,2.8,25.4,0.6,30.3,5.6,15.1,16.8,13.4,1.8,1.0,11.6,0.2,5.3,1992,16.1,0.7,1,2,0.3,4.0,1,0,1.0
Russell Westbrook,26,OKC,34.4,7.3,8.6,2.1,0.2,28.1,22.0,0.4,4.3,0.3,0.5,0.8,4.4,2.7,29.1,0.5,38.4,7.6,10.6,11.4,47.0,3.0,0.5,14.3,0.2,11.0,2015,18.2,0.5,0,8,0.3,4.0,1,0,0.8
Dwight Howard,23,ORL,35.7,13.8,1.4,1.0,2.9,20.6,12.4,0.6,0.0,0.0,0.6,0.6,3.0,3.4,25.4,0.6,26.1,4.6,13.8,21.8,7.3,1.4,5.9,15.1,0.2,4.4,2009,19.1,0.7,1,3,0.3,4.0,1,0,1.0
Allen Iverson,23,PHI,41.5,4.9,4.6,2.3,0.1,26.8,22.0,0.4,4.1,0.3,0.4,0.8,3.5,2.0,22.2,0.5,32.6,3.3,7.2,6.9,24.2,3.0,0.3,11.7,0.2,4.6,1999,11.9,0.6,1,6,0.3,4.0,1,0,1.0
Shaquille O'Neal,25,LAL,36.3,11.4,2.4,0.7,2.4,28.3,19.1,0.6,0.0,,0.6,0.5,2.9,3.2,28.8,0.6,32.9,3.6,10.2,17.7,13.5,0.9,4.6,10.8,0.2,4.6,1998,16.9,0.7,1,3,0.3,4.0,1,0,0.7
Karl Malone,36,UTA,35.9,9.5,3.7,1.0,0.9,25.5,18.0,0.5,0.1,0.2,0.5,0.8,2.8,2.8,27.1,0.6,31.9,6.6,15.3,16.1,20.9,1.4,1.9,11.4,0.2,6.9,2000,15.1,0.7,1,3,0.3,4.0,1,0,1.0
Tim Duncan,28,SAS,33.4,11.1,2.7,0.7,2.6,20.3,15.8,0.5,0.1,0.3,0.5,0.7,1.9,2.2,27.0,0.5,28.9,4.7,11.2,19.4,16.1,1.1,5.7,9.3,0.2,6.4,2005,17.1,0.7,1,2,0.3,4.0,1,0,0.8
Joakim Noah,28,CHI,35.3,11.3,5.4,1.2,1.5,12.6,10.0,0.5,0.0,0.0,0.5,0.7,2.4,3.1,20.0,0.5,18.7,6.1,11.2,18.2,26.4,1.9,3.3,17.0,0.2,6.6,2014,19.4,0.6,1,4,0.3,4.0,1,0,1.0
Patrick Ewing,31,NYK,37.6,11.2,2.3,1.1,2.7,24.5,19.0,0.5,0.2,0.3,0.5,0.8,3.3,3.5,22.9,0.6,29.8,4.9,13.1,16.9,11.3,1.6,5.1,12.9,0.2,4.5,1994,17.3,0.7,1,1,0.3,5.0,1,0,1.0
Chris Paul,27,LAC,33.4,3.7,9.7,2.4,0.1,16.9,12.2,0.5,3.3,0.3,0.5,0.9,2.3,2.0,26.4,0.6,22.6,5.6,13.9,6.7,46.5,3.8,0.4,13.7,0.3,7.5,2013,15.9,0.7,1,4,0.2,4.0,1,0,0.9
Patrick Ewing,26,NYK,36.2,9.3,2.4,1.5,3.5,22.7,16.0,0.6,0.1,0.0,0.6,0.7,3.3,3.9,22.1,0.6,23.6,4.9,10.9,14.2,9.5,1.9,5.6,15.1,0.2,4.7,1989,16.7,0.6,1,3,0.2,4.0,1,0,1.0
Karl Malone,26,UTA,38.1,11.1,2.8,1.5,0.6,31.0,19.8,0.6,0.5,0.4,0.6,0.8,3.7,3.2,27.2,0.6,32.6,6.7,15.9,17.1,13.2,1.9,1.0,13.0,0.2,6.6,1990,16.0,0.7,1,4,0.2,4.0,1,0,1.0
Charles Barkley,27,PHI,37.3,10.1,4.2,1.6,0.5,27.6,17.4,0.6,2.3,0.3,0.6,0.7,3.1,2.6,28.9,0.6,29.1,7.4,13.4,15.3,20.6,2.2,0.8,12.6,0.3,9.9,1991,16.4,0.5,1,5,0.2,4.0,1,0,0.8
Peja Stojakovic,26,SAC,40.3,6.3,2.1,1.3,0.2,24.2,17.1,0.5,6.8,0.4,0.6,0.9,1.9,2.0,21.8,0.6,23.9,4.7,13.5,8.8,9.1,1.7,0.3,8.9,0.2,3.7,2004,9.9,0.7,1,4,0.2,4.0,1,0,1.0
Tim Duncan,30,SAS,34.1,10.6,3.4,0.8,2.4,20.0,14.1,0.5,0.1,0.1,0.5,0.6,2.8,2.5,26.1,0.6,27.9,6.3,13.0,18.8,18.8,1.3,5.1,14.0,0.2,7.1,2007,17.2,0.7,1,3,0.2,4.0,1,0,1.0
Patrick Ewing,32,NYK,37.0,11.0,2.7,0.9,2.0,23.9,18.4,0.5,0.3,0.3,0.5,0.8,3.2,3.4,21.9,0.6,30.7,3.1,9.6,17.4,14.4,1.2,4.1,13.1,0.2,2.2,1995,16.6,0.7,1,2,0.2,4.0,1,0,1.0
Hakeem Olajuwon,33,HOU,38.8,10.9,3.6,1.6,2.9,26.9,20.8,0.5,0.2,0.2,0.5,0.7,3.4,3.4,25.5,0.6,31.9,4.7,9.7,15.9,18.3,2.1,5.3,12.5,0.2,4.6,1996,19.0,0.6,1,5,0.2,4.0,1,0,0.9
Hakeem Olajuwon,26,HOU,36.9,13.5,1.8,2.6,3.4,24.8,19.0,0.5,0.1,0.0,0.5,0.7,3.4,4.0,25.2,0.6,28.2,5.6,12.4,19.8,8.2,3.3,5.5,13.0,0.2,5.4,1989,21.3,0.5,1,5,0.2,5.0,1,0,1.0
Tim Hardaway,30,MIA,38.7,3.4,8.6,1.9,0.1,20.3,17.1,0.4,7.3,0.3,0.5,0.8,2.8,2.0,20.8,0.5,26.6,5.6,12.9,5.2,41.9,2.6,0.2,13.0,0.2,5.1,1997,14.0,0.7,1,2,0.2,4.0,1,0,1.0
Damian Lillard,27,POR,36.6,4.5,6.6,1.1,0.4,26.9,19.4,0.4,8.6,0.4,0.5,0.9,2.8,1.6,25.2,0.6,30.6,5.9,12.6,6.6,30.9,1.4,0.8,11.1,0.2,6.7,2018,12.6,0.6,1,3,0.2,4.0,1,0,0.9
Tim Duncan,23,SAS,38.9,12.4,3.2,0.9,2.2,23.2,17.3,0.5,0.1,0.1,0.5,0.8,3.3,2.8,24.8,0.6,28.7,5.9,13.0,18.1,15.5,1.2,4.0,13.5,0.2,6.1,2000,18.7,0.6,1,4,0.2,5.0,1,0,0.9
Scottie Pippen,30,CHI,36.7,6.4,5.9,1.7,0.7,19.4,15.8,0.5,5.2,0.4,0.5,0.7,2.7,2.6,21.0,0.6,24.4,6.3,12.3,10.2,25.2,2.5,1.5,13.2,0.2,6.8,1996,14.7,0.9,1,1,0.2,5.0,1,0,0.9
Allen Iverson,29,PHI,42.3,4.0,7.9,2.4,0.1,30.7,24.2,0.4,4.5,0.3,0.5,0.8,4.6,1.9,23.2,0.5,35.0,5.0,9.0,5.3,37.6,2.9,0.2,13.7,0.1,4.3,2005,14.4,0.5,1,7,0.2,5.0,1,0,0.9
Patrick Ewing,27,NYK,38.6,10.9,2.2,1.0,4.0,28.6,20.4,0.6,0.0,0.2,0.6,0.8,3.4,4.0,25.8,0.6,29.4,5.2,13.5,15.7,10.0,1.2,5.9,12.4,0.2,4.6,1990,18.1,0.5,1,5,0.2,5.0,1,0,1.0
Kobe Bryant,25,LAL,37.6,5.5,5.1,1.7,0.4,24.0,18.1,0.4,3.3,0.3,0.5,0.9,2.6,2.7,23.7,0.6,29.1,4.7,10.7,8.3,24.4,2.4,0.8,10.8,0.2,5.7,2004,12.7,0.7,1,3,0.2,5.0,1,0,0.8
Chris Paul,23,NOH,38.5,5.5,11.0,2.8,0.1,22.8,16.1,0.5,2.3,0.4,0.5,0.9,3.0,2.7,30.0,0.6,27.5,10.0,18.3,8.7,54.5,3.9,0.3,13.5,0.3,11.2,2009,19.4,0.6,1,7,0.2,5.0,1,0,1.0
Kevin Durant,22,OKC,38.9,6.8,2.7,1.1,1.0,27.7,19.7,0.5,5.3,0.3,0.5,0.9,2.8,2.0,23.6,0.6,30.6,3.7,12.0,10.3,13.2,1.5,1.8,10.6,0.2,2.9,2011,11.6,0.7,1,4,0.2,5.0,1,0,1.0
Anthony Davis,21,NOP,36.1,10.2,2.2,1.5,2.9,24.4,17.6,0.5,0.2,0.1,0.5,0.8,1.4,2.1,30.8,0.6,27.8,5.7,14.0,16.1,11.6,2.1,6.2,6.3,0.3,7.1,2015,16.8,0.5,1,9,0.2,5.0,1,0,0.8
Kobe Bryant,34,LAL,38.6,5.6,6.0,1.4,0.3,27.3,20.4,0.5,5.2,0.3,0.5,0.8,3.7,2.2,23.0,0.6,31.9,5.1,10.9,7.9,29.7,1.8,0.6,13.3,0.2,4.7,2013,13.3,0.5,1,7,0.2,5.0,1,0,1.0
Gary Payton,31,SEA,41.8,6.5,8.9,1.9,0.2,24.2,20.3,0.4,6.3,0.3,0.5,0.7,2.7,2.2,23.6,0.5,26.8,7.6,13.9,8.5,37.7,2.3,0.4,10.8,0.2,6.8,2000,17.5,0.5,1,7,0.1,6.0,1,0,1.0
Karl Malone,27,UTA,40.3,11.8,3.3,1.1,1.0,29.0,19.6,0.5,0.2,0.3,0.5,0.8,3.0,3.3,24.8,0.6,30.1,6.5,15.5,17.2,14.7,1.4,1.5,10.9,0.2,5.8,1991,17.2,0.7,1,5,0.1,5.0,1,0,1.0
Shaquille O'Neal,31,LAL,36.8,11.5,2.9,0.5,2.5,21.5,14.1,0.6,0.0,,0.6,0.5,2.9,3.4,24.4,0.6,26.3,4.6,9.9,17.7,14.8,0.7,5.0,13.5,0.2,5.4,2004,17.4,0.7,1,3,0.1,6.0,1,0,0.8
LeBron James,22,CLE,40.9,6.7,6.0,1.6,0.7,27.3,20.8,0.5,4.0,0.3,0.5,0.7,3.2,2.2,24.5,0.6,31.0,7.6,13.7,9.6,29.1,2.1,1.3,11.5,0.2,7.4,2007,15.0,0.6,1,2,0.1,5.0,1,0,1.0
Hakeem Olajuwon,32,HOU,39.6,10.8,3.5,1.8,3.4,27.8,21.5,0.5,0.2,0.2,0.5,0.8,3.3,3.5,26.0,0.6,31.7,5.3,10.7,15.6,17.2,2.4,5.9,11.7,0.2,5.3,1995,19.5,0.6,1,6,0.1,5.0,1,0,0.9
Charles Barkley,24,PHI,39.6,11.9,3.2,1.3,1.3,28.3,16.0,0.6,2.0,0.3,0.6,0.8,3.8,3.5,27.6,0.7,26.7,8.7,16.7,17.4,14.1,1.6,1.9,15.2,0.3,9.0,1988,17.7,0.4,0,10,0.1,4.0,1,0,1.0
Jason Kidd,25,PHO,41.2,6.8,10.8,2.3,0.4,16.9,14.0,0.4,2.5,0.4,0.5,0.8,3.0,2.2,22.5,0.5,21.4,4.1,8.1,9.6,44.0,3.0,0.7,15.7,0.2,5.8,1999,20.3,0.5,1,6,0.1,5.0,1,0,1.0
Tim Duncan,21,SAS,39.1,11.9,2.7,0.7,2.5,21.1,15.7,0.5,0.1,0.0,0.5,0.7,3.4,3.1,22.6,0.6,26.0,6.0,12.8,17.6,13.7,0.9,4.5,15.7,0.2,5.5,1998,17.8,0.7,1,4,0.1,5.0,1,0,1.0
Kevin Garnett,24,MIN,39.5,11.4,5.0,1.4,1.8,22.0,18.2,0.5,0.8,0.3,0.5,0.8,2.8,2.5,23.9,0.5,27.0,6.2,11.8,16.4,21.8,1.8,3.2,12.0,0.2,5.7,2001,19.6,0.6,1,8,0.1,5.0,1,0,1.0
Glen Rice,29,CHH,42.6,4.0,2.0,0.9,0.3,26.8,19.2,0.5,5.6,0.5,0.5,0.9,2.2,2.4,19.7,0.6,26.9,2.7,10.8,5.7,8.8,1.2,0.6,9.2,0.2,1.2,1997,7.2,0.7,1,6,0.1,5.0,1,0,1.0
Kevin Durant,27,OKC,35.8,8.2,5.0,1.0,1.2,28.2,19.2,0.5,6.7,0.4,0.6,0.9,3.5,1.9,28.2,0.6,30.6,6.4,14.5,12.4,24.2,1.3,2.5,13.5,0.3,7.9,2016,15.4,0.7,1,3,0.1,5.0,1,0,0.9
Charles Barkley,25,PHI,39.1,12.5,4.1,1.6,0.8,25.8,15.3,0.6,2.1,0.2,0.6,0.8,3.2,3.3,27.0,0.7,24.4,9.2,16.1,17.9,16.0,2.0,1.3,14.0,0.2,9.8,1989,19.0,0.6,1,7,0.1,6.0,1,0,1.0
David Robinson,24,SAS,36.6,12.0,2.0,1.7,3.9,24.3,15.9,0.5,0.0,0.0,0.5,0.7,3.1,3.2,26.3,0.6,26.6,6.4,15.1,18.5,8.7,2.2,6.5,13.3,0.2,6.5,1990,19.6,0.7,1,3,0.1,6.0,1,0,1.0
Allen Iverson,24,PHI,40.8,3.8,4.7,2.1,0.1,28.4,24.8,0.4,3.7,0.3,0.4,0.7,3.3,2.3,20.0,0.5,34.4,3.3,6.9,5.2,23.0,2.6,0.1,10.3,0.1,2.6,2000,10.7,0.6,1,4,0.1,7.0,1,0,0.9
Clyde Drexler,25,POR,37.8,6.6,5.8,2.5,0.6,27.0,20.7,0.5,0.6,0.2,0.5,0.8,2.9,3.1,24.1,0.6,28.0,7.3,13.2,9.4,23.5,3.1,1.0,10.9,0.2,7.4,1988,15.5,0.6,1,4,0.1,5.0,1,0,1.0
Shaquille O'Neal,30,LAL,37.8,11.1,3.1,0.6,2.4,27.5,18.1,0.6,0.0,,0.6,0.6,2.9,3.4,29.5,0.6,30.2,5.3,13.2,16.5,16.2,0.8,4.5,11.4,0.2,6.3,2003,17.2,0.6,1,5,0.1,5.0,1,0,0.8
Nikola Jokic,23,DEN,31.5,10.8,7.6,1.4,0.6,20.4,15.1,0.5,3.4,0.3,0.5,0.8,3.2,2.9,26.9,0.6,27.4,7.2,12.1,18.5,37.9,2.2,1.8,15.7,0.2,9.8,2019,20.4,0.7,1,2,0.1,3.0,1,0,1.0
Patrick Ewing,29,NYK,38.4,11.2,1.9,1.1,3.0,24.0,18.6,0.5,0.1,0.2,0.5,0.7,2.5,3.4,22.8,0.6,27.2,4.8,13.0,16.8,8.5,1.4,5.0,10.7,0.2,4.0,1992,17.2,0.6,1,4,0.1,5.0,1,0,1.0
Dwyane Wade,28,MIA,36.3,4.8,6.5,1.8,1.1,26.6,19.6,0.5,3.2,0.3,0.5,0.8,3.3,2.4,28.0,0.6,34.9,8.0,13.0,7.8,36.4,2.7,2.4,12.2,0.2,9.4,2010,14.2,0.6,1,5,0.1,5.0,1,0,0.9
Chris Paul,29,LAC,34.8,4.6,10.2,1.9,0.2,19.1,14.3,0.5,4.3,0.4,0.5,0.9,2.3,2.5,26.0,0.6,23.7,6.9,16.1,7.4,47.4,2.8,0.4,12.7,0.3,7.5,2015,16.9,0.7,1,2,0.1,6.0,1,0,1.0
Grant Hill,27,DET,37.5,6.6,5.2,1.4,0.6,25.8,19.2,0.5,1.3,0.3,0.5,0.8,3.2,2.6,24.5,0.6,30.5,4.7,10.7,10.2,26.8,1.9,1.1,12.4,0.2,4.8,2000,13.8,0.5,1,7,0.1,8.0,1,0,0.9
Dirk Nowitzki,32,DAL,34.3,7.0,2.6,0.5,0.6,23.0,16.2,0.5,2.3,0.4,0.5,0.9,1.9,2.4,23.4,0.6,28.2,3.7,11.1,12.0,14.2,0.8,1.4,9.1,0.2,3.8,2011,10.7,0.7,1,3,0.1,6.0,1,0,0.9
Charles Barkley,31,PHO,35.0,11.1,4.1,1.6,0.7,23.0,16.8,0.5,3.2,0.3,0.5,0.7,2.2,3.0,25.2,0.6,27.5,5.1,10.6,18.2,18.9,2.3,1.4,9.9,0.2,6.4,1995,17.5,0.7,1,3,0.1,6.0,1,0,0.8
Gary Payton,28,SEA,39.2,4.6,7.1,2.4,0.2,21.8,18.1,0.5,4.6,0.3,0.5,0.7,2.6,2.5,21.8,0.5,26.4,6.2,12.9,7.1,33.8,3.3,0.3,11.6,0.2,5.6,1997,14.3,0.7,1,3,0.1,6.0,1,0,1.0
Gary Payton,27,SEA,39.0,4.2,7.5,2.9,0.2,19.3,15.8,0.5,3.7,0.3,0.5,0.7,3.2,2.7,19.6,0.6,23.6,5.3,11.5,6.3,33.3,3.7,0.5,15.6,0.2,4.7,1996,14.8,0.8,1,1,0.1,6.0,1,0,1.0
Tracy McGrady,27,HOU,35.8,5.3,6.5,1.3,0.5,24.6,20.8,0.4,5.4,0.3,0.5,0.7,3.0,1.9,23.2,0.5,35.0,5.2,8.6,8.6,37.5,1.9,1.1,11.2,0.2,6.2,2007,13.6,0.6,1,4,0.1,6.0,1,0,0.9
Chris Mullin,28,GSW,41.3,5.6,3.5,2.1,0.8,25.6,19.6,0.5,2.2,0.4,0.5,0.8,2.5,2.1,19.9,0.6,23.6,4.6,10.8,7.4,12.2,2.4,1.1,10.2,0.2,3.5,1992,12.0,0.7,1,3,0.1,6.0,1,0,1.0
Hakeem Olajuwon,34,HOU,36.6,9.2,3.0,1.5,2.2,23.2,18.3,0.5,0.2,0.3,0.5,0.8,3.6,3.2,22.7,0.6,30.4,3.7,9.1,14.5,16.2,2.1,4.5,14.8,0.2,3.2,1997,15.9,0.7,1,2,0.1,7.0,1,0,1.0
Chris Paul,30,LAC,32.7,4.2,10.0,2.1,0.2,19.5,15.1,0.5,4.4,0.4,0.5,0.9,2.6,2.5,26.2,0.6,27.1,6.0,12.7,7.0,52.7,3.1,0.4,13.4,0.3,7.8,2016,16.5,0.6,1,4,0.1,6.0,1,0,0.9
Isaiah Thomas,27,BOS,33.8,2.7,5.9,0.9,0.2,28.9,19.4,0.5,8.5,0.4,0.5,0.9,2.8,2.2,26.5,0.6,34.0,4.8,12.5,4.4,32.5,1.4,0.4,10.7,0.2,5.4,2017,9.7,0.6,1,1,0.1,5.0,1,0,0.9
Scottie Pippen,29,CHI,38.2,8.1,5.2,2.9,1.1,21.4,16.7,0.5,4.0,0.3,0.5,0.7,3.4,3.0,22.6,0.6,26.3,7.4,11.8,12.5,22.8,4.0,2.2,15.2,0.2,7.8,1995,17.3,0.6,1,5,0.1,7.0,1,0,1.0
Chris Webber,26,SAC,38.4,10.5,4.6,1.6,1.7,24.5,20.6,0.5,1.3,0.3,0.5,0.8,2.9,3.5,23.4,0.5,28.2,5.7,10.7,14.3,21.1,2.0,2.9,11.2,0.2,5.9,2000,18.4,0.5,1,8,0.1,9.0,1,0,0.9
Kobe Bryant,23,LAL,38.3,5.5,5.5,1.5,0.4,25.2,20.0,0.5,1.7,0.2,0.5,0.8,2.8,2.9,23.2,0.5,30.4,5.0,12.7,7.9,25.9,2.0,0.8,10.7,0.2,4.4,2002,12.9,0.7,1,3,0.1,5.0,1,0,1.0
Clyde Drexler,28,POR,34.8,6.7,6.0,1.8,0.7,21.5,16.3,0.5,2.3,0.3,0.5,0.8,2.8,2.8,22.1,0.6,25.7,6.7,12.4,10.6,25.7,2.4,1.3,12.9,0.2,7.3,1991,15.2,0.8,1,1,0.1,6.0,1,0,1.0
Russell Westbrook,29,OKC,36.4,10.1,10.3,1.8,0.3,25.4,21.1,0.4,4.1,0.3,0.5,0.7,4.8,2.5,24.7,0.5,34.1,7.5,10.1,15.3,49.8,2.5,0.6,16.4,0.2,8.2,2018,22.5,0.6,1,4,0.1,5.0,1,0,1.0
Karl Malone,32,UTA,38.0,9.8,4.2,1.7,0.7,25.7,18.5,0.5,0.5,0.4,0.5,0.7,2.4,3.0,26.0,0.6,29.8,7.4,15.1,15.8,20.6,2.4,1.5,9.8,0.2,7.3,1996,16.4,0.7,1,3,0.1,7.0,1,0,1.0
Shaquille O'Neal,26,LAL,34.8,10.7,2.3,0.7,1.7,26.3,18.1,0.6,0.0,0.0,0.6,0.5,2.5,3.2,30.6,0.6,32.4,3.6,9.0,18.0,14.4,1.1,3.5,10.0,0.3,6.3,1999,15.4,0.6,1,5,0.1,6.0,1,0,1.0
Kawhi Leonard,27,TOR,34.3,7.3,3.2,1.8,0.4,27.0,19.0,0.5,4.9,0.4,0.5,0.9,2.0,1.4,26.3,0.6,30.1,3.6,9.6,11.5,15.8,2.6,1.0,8.3,0.2,5.2,2019,12.7,0.7,1,2,0.1,4.0,1,0,0.7
Giannis Antetokounmpo,23,MIL,36.7,10.0,4.8,1.5,1.4,26.9,18.7,0.5,1.9,0.3,0.5,0.8,3.0,3.1,27.3,0.6,31.2,5.4,11.9,16.0,23.7,2.0,3.3,11.7,0.2,5.8,2018,17.7,0.5,1,6,0.1,6.0,1,0,0.9
LeBron James,20,CLE,42.4,7.4,7.2,2.2,0.7,27.2,21.1,0.5,3.9,0.4,0.5,0.8,3.3,1.8,25.7,0.6,29.7,8.8,14.3,10.2,32.9,2.8,1.1,11.8,0.2,8.3,2005,17.5,0.5,0,9,0.1,6.0,1,0,1.0
Tony Parker,30,SAS,32.9,3.0,7.6,0.8,0.1,20.3,15.1,0.5,1.0,0.4,0.5,0.8,2.6,1.4,23.0,0.6,27.7,2.6,9.3,5.3,40.4,1.3,0.2,13.0,0.2,2.7,2013,11.5,0.7,1,2,0.1,6.0,1,0,0.8
Dwyane Wade,24,MIA,38.6,5.7,6.7,1.9,0.8,27.2,18.8,0.5,1.0,0.2,0.5,0.8,3.6,2.9,27.6,0.6,32.5,7.0,14.4,8.7,33.0,2.6,1.5,13.2,0.2,7.5,2006,15.1,0.6,1,2,0.1,6.0,1,0,0.9
Allen Iverson,27,PHI,42.5,4.2,5.5,2.7,0.2,27.6,23.7,0.4,3.7,0.3,0.4,0.8,3.5,1.8,21.2,0.5,32.9,4.2,9.2,5.8,25.1,3.4,0.3,11.2,0.1,2.8,2003,12.6,0.6,1,3,0.1,6.0,1,0,1.0
Hakeem Olajuwon,27,HOU,38.1,14.0,2.9,2.1,4.6,24.3,19.6,0.5,0.1,0.2,0.5,0.7,3.9,3.8,24.1,0.5,28.1,6.3,11.2,19.5,12.1,2.6,7.0,14.6,0.2,5.9,1990,23.6,0.5,1,8,0.1,7.0,1,0,1.0
Dominique Wilkins,28,ATL,37.8,6.4,2.9,1.3,0.6,30.7,25.1,0.5,1.7,0.3,0.5,0.8,2.8,2.1,23.7,0.5,35.2,3.7,9.8,9.5,13.5,1.7,1.0,8.9,0.2,2.9,1988,11.2,0.6,1,4,0.1,6.0,1,0,1.0
Mark Price,27,CLE,29.7,2.4,7.4,1.3,0.2,17.3,12.5,0.5,3.6,0.4,0.5,0.9,2.2,1.6,22.7,0.6,24.1,3.1,9.1,4.5,37.9,2.2,0.3,13.5,0.2,3.8,1992,11.3,0.7,1,2,0.1,7.0,1,0,0.9
