Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct
Clarence Weatherspoon,31,NYK,30.9,8.2,1.1,0.7,0.9,8.8,8.1,0.4,0.0,,0.4,0.8,0.8,2.4,13.3,0.5,15.2,0.5,3.5,15.4,5.8,1.1,2.1,8.3,0.1,-0.8,2002,10.9,0.4,0,13,0.0,,0,0,0.7
Bonzi Wells,25,POR,31.7,6.0,2.8,1.5,0.3,17.0,14.0,0.5,2.3,0.4,0.5,0.7,2.6,2.8,18.4,0.5,26.4,2.4,6.0,11.1,15.8,2.6,0.8,14.1,0.1,2.0,2002,10.6,0.6,1,6,0.0,,0,0,0.9
David Wesley,31,CHH,37.1,2.1,3.5,1.1,0.2,14.2,13.6,0.4,3.8,0.3,0.4,0.7,1.8,2.2,11.3,0.5,20.4,0.2,2.6,3.3,16.2,1.6,0.4,10.7,0.1,-1.7,2002,6.9,0.5,1,5,0.0,,0,0,0.8
Chris Whitney,30,WAS,26.5,1.9,3.8,0.9,0.1,10.2,8.0,0.4,3.9,0.4,0.5,0.9,1.0,2.2,15.6,0.6,17.4,1.7,6.5,4.1,23.4,1.8,0.2,10.4,0.1,1.0,2002,6.7,0.5,0,10,0.0,,0,0,1.0
Alvin Williams,27,TOR,35.7,3.4,5.7,1.6,0.3,11.8,11.8,0.4,2.4,0.3,0.4,0.7,1.8,2.3,13.8,0.5,18.4,1.7,5.2,5.5,26.6,2.5,0.7,12.7,0.1,0.2,2002,11.0,0.5,1,7,0.0,,0,0,1.0
Scottie Pippen,36,POR,32.2,5.2,5.9,1.6,0.6,10.6,9.7,0.4,2.9,0.3,0.5,0.8,2.8,2.6,14.9,0.5,19.1,2.1,3.7,9.5,28.7,2.7,1.3,20.5,0.1,2.2,2002,13.3,0.6,1,6,0.0,,0,0,0.8
Morris Peterson,24,TOR,31.6,3.5,2.4,1.2,0.2,14.0,12.2,0.4,3.7,0.4,0.5,0.8,1.4,2.8,15.3,0.5,21.3,1.6,4.9,6.4,13.5,2.0,0.4,9.3,0.1,1.2,2002,7.3,0.5,1,7,0.0,,0,0,0.8
Wesley Person,30,CLE,35.8,3.8,2.2,1.0,0.5,15.1,12.1,0.5,4.1,0.4,0.6,0.8,0.9,1.2,16.3,0.6,17.6,2.7,6.9,6.2,10.8,1.5,1.0,6.9,0.1,1.9,2002,7.5,0.4,0,14,0.0,,0,0,1.0
Darius Miles,20,LAC,27.2,5.5,2.2,0.9,1.3,9.5,7.8,0.5,0.2,0.2,0.5,0.6,2.0,2.2,14.4,0.5,18.5,1.4,3.4,11.5,13.5,1.7,3.2,17.5,0.1,0.5,2002,9.9,0.5,0,9,0.0,,0,0,1.0
Rashard Lewis,22,SEA,36.4,7.0,1.7,1.5,0.6,16.8,13.7,0.5,4.5,0.4,0.5,0.8,1.4,2.5,18.5,0.6,20.8,3.2,8.6,11.4,7.8,2.2,1.2,8.4,0.2,2.9,2002,10.8,0.5,1,7,0.0,,0,0,0.9
Grant Long,35,MEM,28.3,3.5,2.1,1.0,0.2,6.3,5.8,0.4,0.3,0.2,0.4,0.7,1.6,1.9,7.7,0.5,13.2,-0.8,0.2,6.9,11.5,1.8,0.4,19.0,0.0,-3.7,2002,6.8,0.3,0,13,0.0,,0,0,0.8
Corey Maggette,22,LAC,25.6,3.7,1.8,0.7,0.3,11.4,8.4,0.4,2.2,0.3,0.5,0.8,1.8,2.5,14.3,0.6,21.1,0.6,3.3,8.1,11.5,1.4,0.8,15.3,0.1,-0.6,2002,6.5,0.5,0,9,0.0,,0,0,0.8
Karl Malone,38,UTA,38.0,8.6,4.3,1.9,0.7,22.4,17.5,0.5,0.3,0.4,0.5,0.8,3.3,2.9,21.1,0.5,28.8,4.4,9.8,13.6,21.8,2.7,1.5,13.5,0.2,3.7,2002,15.5,0.5,1,8,0.0,,0,0,1.0
Stephon Marbury,24,PHO,38.9,3.2,8.1,0.9,0.2,20.4,17.2,0.4,3.0,0.3,0.5,0.8,3.5,2.3,18.1,0.5,26.6,2.2,7.1,4.7,35.7,1.3,0.3,15.0,0.1,0.8,2002,12.4,0.4,0,10,0.0,,0,0,1.0
Shawn Marion,23,PHO,38.4,9.9,2.0,1.8,1.1,19.1,17.2,0.5,1.5,0.4,0.5,0.8,1.8,2.6,19.8,0.5,23.6,3.6,9.8,14.6,9.1,2.5,2.0,8.8,0.2,2.6,2002,14.8,0.4,0,10,0.0,,0,0,1.0
Donyell Marshall,28,UTA,30.2,7.6,1.7,0.9,1.2,14.8,11.4,0.5,0.7,0.3,0.5,0.7,2.1,2.6,19.2,0.6,22.8,1.7,5.0,15.2,10.9,1.5,3.0,14.0,0.1,1.9,2002,11.4,0.5,1,8,0.0,,0,0,0.7
Kenyon Martin,24,NJN,34.3,5.3,2.6,1.2,1.7,14.9,13.2,0.5,0.9,0.2,0.5,0.7,2.4,3.6,14.5,0.5,22.4,1.8,4.9,8.7,13.0,1.9,3.5,13.7,0.1,0.9,2002,10.8,0.6,1,1,0.0,,0,0,0.9
Jamal Mashburn,29,CHH,40.0,6.1,4.3,1.1,0.2,21.5,18.6,0.4,2.8,0.4,0.4,0.9,2.8,2.0,16.9,0.5,27.4,0.9,3.4,8.6,19.7,1.5,0.3,11.5,0.1,0.3,2002,11.7,0.5,1,5,0.0,,0,0,0.5
Anthony Mason,35,MIL,38.3,7.9,4.2,0.7,0.3,9.6,7.6,0.5,0.0,1.0,0.5,0.7,1.6,2.3,12.9,0.5,12.7,1.8,6.4,11.9,16.6,1.0,0.5,15.2,0.1,0.3,2002,13.1,0.5,0,9,0.0,,0,0,1.0
Desmond Mason,24,SEA,32.3,4.7,1.4,0.9,0.4,12.4,10.3,0.5,0.8,0.3,0.5,0.8,1.4,2.3,13.4,0.5,18.8,0.3,4.7,8.6,6.7,1.5,0.8,10.6,0.1,-1.6,2002,7.4,0.5,1,7,0.0,,0,0,0.9
George McCloud,34,DEN,26.5,3.6,3.0,0.8,0.3,8.8,8.3,0.4,3.2,0.3,0.4,0.8,2.1,2.5,9.8,0.5,19.4,-0.1,0.1,7.8,17.9,1.7,0.8,18.2,0.0,-2.3,2002,7.7,0.3,0,12,0.0,,0,0,0.8
Jeff McInnis,27,LAC,37.4,2.6,6.2,0.8,0.1,14.6,13.8,0.4,2.9,0.3,0.4,0.8,1.8,2.5,13.8,0.5,20.3,0.4,5.1,4.0,27.6,1.1,0.1,10.8,0.1,-1.5,2002,9.7,0.5,0,9,0.0,,0,0,1.0
Aaron McKie,29,PHI,30.6,4.0,3.7,1.2,0.3,12.2,10.2,0.4,2.7,0.4,0.5,0.8,1.9,1.5,15.8,0.5,19.8,1.3,3.9,7.4,21.7,2.1,0.7,14.6,0.1,1.4,2002,9.2,0.5,1,6,0.0,,0,0,0.6
Andre Miller,25,CLE,37.3,4.7,10.9,1.6,0.4,16.5,12.9,0.5,1.1,0.3,0.5,0.8,3.0,2.8,21.8,0.5,22.6,4.1,10.3,7.4,49.8,2.2,0.8,16.5,0.2,3.4,2002,17.6,0.4,0,14,0.0,,0,0,1.0
Anthony Peeler,32,MIN,25.1,2.5,2.2,0.7,0.1,9.0,8.3,0.4,3.5,0.4,0.5,0.9,0.9,1.7,12.2,0.5,17.3,0.9,3.8,5.8,13.0,1.6,0.4,9.7,0.1,-0.3,2002,5.5,0.6,1,5,0.0,,0,0,1.0
Mike Miller,21,ORL,33.7,4.3,3.1,0.7,0.4,15.2,12.7,0.4,4.8,0.4,0.5,0.8,1.7,2.3,15.0,0.5,20.9,1.2,4.5,7.2,15.2,1.1,0.8,10.9,0.1,0.2,2002,8.5,0.5,1,4,0.0,,0,0,0.8
Reggie Miller,36,IND,36.6,2.8,3.2,1.1,0.1,16.5,11.6,0.5,5.6,0.4,0.6,0.9,1.5,1.8,16.5,0.6,18.5,3.6,9.5,4.3,14.7,1.6,0.2,10.2,0.2,2.9,2002,7.2,0.5,1,8,0.0,,0,0,1.0
Cuttino Mobley,26,HOU,42.1,4.1,2.5,1.5,0.5,21.7,18.4,0.4,5.1,0.4,0.5,0.8,2.4,2.6,16.7,0.5,24.9,2.1,5.7,5.5,11.6,1.9,0.8,10.7,0.1,0.7,2002,8.6,0.3,0,11,0.0,,0,0,0.9
Nazr Mohammed,24,ATL,26.4,7.9,0.4,0.8,0.7,9.7,8.7,0.5,0.0,0.0,0.5,0.6,1.4,3.1,14.0,0.5,19.4,-1.1,3.3,17.1,2.6,1.5,2.1,12.7,0.1,-4.1,2002,9.8,0.4,0,12,0.0,,0,0,1.0
Alonzo Mourning,31,MIA,32.7,8.4,1.2,0.4,2.5,15.7,11.5,0.5,0.0,0.3,0.5,0.7,2.4,3.4,18.9,0.6,24.1,1.9,7.4,15.0,6.8,0.6,5.8,14.7,0.1,1.1,2002,12.5,0.4,0,11,0.0,,0,0,0.9
Lamond Murray,28,CLE,32.6,5.2,2.2,1.0,0.6,16.6,13.9,0.4,3.4,0.4,0.5,0.8,2.0,2.1,16.7,0.5,24.7,1.1,4.1,9.5,12.2,1.6,1.3,11.3,0.1,-0.1,2002,9.0,0.4,0,14,0.0,,0,0,0.9
Dikembe Mutombo,35,PHI,36.3,10.8,1.0,0.4,2.4,11.5,8.0,0.5,0.0,,0.5,0.8,2.0,3.0,16.0,0.6,15.1,2.5,9.6,16.8,4.8,0.5,5.0,16.3,0.2,1.3,2002,14.6,0.5,1,6,0.0,,0,0,1.0
Rasho Nesterovic,25,MIN,27.0,6.5,0.9,0.5,1.3,8.4,8.0,0.5,0.0,0.0,0.5,0.5,1.1,3.2,12.9,0.5,16.0,1.1,4.1,13.9,5.2,1.1,3.7,12.0,0.1,-0.1,2002,9.2,0.6,1,5,0.0,,0,0,1.0
Ira Newble,27,ATL,30.3,5.3,1.1,0.9,0.5,8.0,6.3,0.5,0.2,0.1,0.5,0.9,1.2,2.8,11.5,0.6,12.5,0.6,2.3,10.0,5.6,1.6,1.2,14.0,0.1,-0.3,2002,7.8,0.4,0,12,0.0,,0,0,0.5
Moochie Norris,28,HOU,27.4,3.0,4.9,1.0,0.0,8.1,7.7,0.4,1.6,0.3,0.4,0.8,1.9,1.6,13.1,0.5,17.8,-0.1,1.8,6.3,29.9,2.0,0.1,18.1,0.0,-2.1,2002,8.9,0.3,0,11,0.0,,0,0,1.0
Jermaine O'Neal,23,IND,37.6,10.5,1.6,0.6,2.3,19.0,15.7,0.5,0.2,0.1,0.5,0.7,2.4,3.7,18.1,0.5,24.9,1.5,6.4,15.8,8.1,0.9,4.4,11.7,0.1,0.2,2002,15.0,0.5,1,8,0.0,,0,0,0.9
Lamar Odom,22,LAC,34.4,6.1,5.9,0.8,1.2,13.1,12.4,0.4,2.9,0.2,0.4,0.7,3.3,3.1,13.7,0.5,22.5,0.6,0.7,10.0,28.6,1.2,2.5,19.5,0.0,0.4,2002,14.0,0.5,0,9,0.0,,0,0,0.4
Michael Olowokandi,26,LAC,32.1,8.9,1.1,0.7,1.8,11.1,11.1,0.4,0.0,,0.4,0.6,2.2,2.7,12.4,0.5,20.1,-0.7,1.6,15.7,5.8,1.1,3.9,15.3,0.0,-3.1,2002,12.5,0.5,0,9,0.0,,0,0,1.0
Tony Parker,19,SAS,29.4,2.6,4.3,1.2,0.1,9.2,8.3,0.4,2.5,0.3,0.5,0.7,2.0,2.2,11.7,0.5,17.7,0.9,3.8,5.0,23.9,2.1,0.2,17.5,0.1,-0.4,2002,8.2,0.7,1,2,0.0,,0,0,0.9
Jason Williams,26,MEM,34.4,3.0,8.0,1.7,0.1,14.8,15.2,0.4,6.6,0.3,0.4,0.8,3.3,1.6,15.1,0.5,25.3,0.8,0.9,4.9,42.0,2.6,0.2,17.2,0.0,-0.5,2002,12.8,0.3,0,13,0.0,,0,0,0.8
Lorenzen Wright,26,MEM,29.1,9.4,1.0,0.7,0.5,12.0,11.3,0.5,0.0,0.0,0.5,0.6,1.7,2.9,14.8,0.5,22.2,-0.6,1.4,18.1,6.5,1.3,1.3,11.8,0.1,-3.8,2002,11.6,0.3,0,13,0.0,,0,0,0.5
Shareef Abdur-Rahim,26,ATL,38.1,8.4,3.0,1.1,0.5,19.9,14.6,0.5,0.7,0.3,0.5,0.8,2.6,3.0,19.9,0.6,24.2,2.8,9.7,12.5,14.7,1.5,0.9,13.0,0.2,1.7,2003,13.0,0.4,0,11,0.0,,0,0,1.0
Bobby Jackson,29,SAC,28.4,3.7,3.1,1.2,0.1,15.2,12.4,0.5,4.0,0.4,0.5,0.8,1.8,2.1,18.4,0.6,23.8,1.9,5.5,7.0,17.7,2.1,0.1,11.7,0.2,2.4,2003,8.1,0.7,1,3,0.0,,0,0,0.7
Richard Hamilton,24,DET,32.2,3.9,2.5,0.8,0.2,19.7,15.7,0.4,1.5,0.3,0.5,0.8,2.4,3.0,18.7,0.5,31.3,1.1,7.3,7.1,17.0,1.3,0.4,11.6,0.1,-0.3,2003,7.4,0.6,1,1,0.0,,0,0,1.0
Anfernee Hardaway,31,PHO,30.6,4.4,4.1,1.1,0.4,10.6,9.9,0.4,1.3,0.4,0.5,0.8,2.5,2.6,13.0,0.5,19.2,0.9,2.3,8.2,21.5,1.9,1.1,19.1,0.1,0.0,2003,10.0,0.5,1,8,0.0,,0,0,0.7
Matt Harpring,26,UTA,32.8,6.6,1.7,0.9,0.2,17.6,13.1,0.5,2.1,0.4,0.5,0.8,2.1,2.8,19.3,0.6,23.9,2.9,8.8,12.2,9.9,1.5,0.5,12.1,0.2,2.4,2003,9.4,0.6,1,7,0.0,,0,0,1.0
Al Harrington,22,IND,30.1,6.2,1.5,0.9,0.4,12.2,10.9,0.4,0.6,0.3,0.4,0.8,2.0,3.4,12.4,0.5,21.6,0.1,3.9,11.6,8.8,1.5,1.0,13.8,0.1,-1.8,2003,9.0,0.6,1,4,0.0,,0,0,1.0
Othella Harrington,29,NYK,25.0,6.4,0.8,0.2,0.3,7.7,6.0,0.5,0.0,,0.5,0.8,1.2,3.1,12.3,0.6,15.0,0.0,3.8,15.1,5.4,0.3,0.9,15.0,0.1,-2.0,2003,7.7,0.5,0,10,0.0,,0,0,0.9
Lucious Harris,32,NJN,25.6,3.0,2.0,0.7,0.1,10.3,9.4,0.4,1.8,0.3,0.4,0.8,0.9,1.2,13.5,0.5,20.0,0.3,4.7,6.7,13.4,1.4,0.3,8.1,0.1,-1.4,2003,5.8,0.6,1,2,0.0,,0,0,0.9
Nene Hilario,20,DEN,28.2,6.1,1.9,1.6,0.8,10.5,7.7,0.5,0.0,0.0,0.5,0.6,2.3,3.7,15.4,0.5,18.7,2.6,5.0,12.7,12.2,3.0,2.3,19.1,0.1,2.5,2003,10.4,0.2,0,14,0.0,,0,0,1.0
Grant Hill,30,ORL,29.1,7.1,4.2,1.0,0.4,14.5,10.6,0.5,0.1,0.2,0.5,0.8,2.9,1.6,20.8,0.6,24.1,0.8,2.5,14.0,25.6,1.7,1.1,18.5,0.1,1.6,2003,12.7,0.5,1,7,0.0,,0,0,0.4
Robert Horry,32,LAL,29.3,6.4,2.9,1.2,0.8,6.5,6.0,0.4,2.2,0.3,0.4,0.8,1.4,3.1,12.4,0.5,12.2,2.3,4.8,12.3,14.3,2.1,1.9,17.3,0.1,2.0,2003,11.3,0.6,1,5,0.0,,0,0,1.0
Allan Houston,31,NYK,37.9,2.8,2.7,0.7,0.1,22.5,17.9,0.4,5.5,0.4,0.5,0.9,2.2,2.3,17.7,0.6,27.0,1.7,7.2,4.4,13.2,0.9,0.2,9.8,0.1,0.2,2003,6.3,0.5,0,10,0.0,,0,0,1.0
Juwan Howard,29,DEN,35.5,7.6,3.0,1.0,0.4,18.4,16.4,0.5,0.1,0.5,0.5,0.8,2.5,3.1,17.2,0.5,26.1,2.2,6.0,12.5,18.1,1.5,0.8,11.8,0.1,1.2,2003,12.0,0.2,0,14,0.0,,0,0,0.9
Troy Hudson,26,MIN,32.9,2.3,5.7,0.8,0.1,14.2,12.1,0.4,3.4,0.4,0.5,0.9,2.3,2.0,15.2,0.5,21.6,0.6,5.1,4.0,27.0,1.2,0.2,14.7,0.1,-1.0,2003,8.9,0.6,1,4,0.0,,0,0,1.0
Larry Hughes,24,WAS,31.9,4.6,3.1,1.3,0.4,12.8,11.1,0.5,1.2,0.4,0.5,0.7,2.0,2.2,15.5,0.5,21.2,1.3,3.7,8.5,17.5,2.2,0.8,14.2,0.1,0.4,2003,9.4,0.5,0,9,0.0,,0,0,0.8
Zydrunas Ilgauskas,27,CLE,30.0,7.5,1.6,0.7,1.9,17.2,13.9,0.4,0.1,0.0,0.4,0.8,2.6,3.4,19.4,0.5,27.8,0.7,5.0,14.1,10.1,1.2,4.4,13.5,0.1,-0.9,2003,11.7,0.2,0,15,0.0,,0,0,1.0
Stephen Jackson,24,SAS,28.2,3.6,2.3,1.6,0.4,11.8,10.2,0.4,3.7,0.3,0.5,0.8,2.2,2.5,14.5,0.5,22.1,2.1,4.8,7.4,14.1,3.0,0.9,16.4,0.1,1.7,2003,7.9,0.7,1,1,0.0,,0,0,1.0
Kendall Gill,34,MIN,25.2,3.0,1.9,1.0,0.2,8.7,8.3,0.4,0.7,0.3,0.4,0.8,1.3,2.1,10.6,0.5,18.8,-0.3,1.9,6.8,11.4,2.0,0.5,12.6,0.0,-2.5,2003,6.1,0.6,1,4,0.0,,0,0,1.0
Antawn Jamison,26,GSW,39.3,7.0,1.9,0.9,0.5,22.2,17.9,0.5,2.5,0.3,0.5,0.8,2.2,2.4,19.0,0.5,24.5,1.9,8.5,9.5,8.6,1.2,0.9,9.5,0.1,0.3,2003,10.3,0.5,0,11,0.0,,0,0,1.0
Richard Jefferson,22,NJN,36.0,6.4,2.5,1.0,0.6,15.5,11.4,0.5,0.3,0.2,0.5,0.7,2.0,2.7,16.6,0.6,19.7,2.9,9.9,10.2,12.1,1.5,1.1,12.4,0.2,1.9,2003,10.5,0.6,1,2,0.0,,0,0,1.0
Joe Johnson,21,PHO,27.5,3.2,2.6,0.8,0.2,9.8,9.7,0.4,2.5,0.4,0.4,0.8,1.3,1.7,11.6,0.5,19.1,0.2,2.8,6.6,15.1,1.4,0.6,11.3,0.1,-1.6,2003,6.8,0.5,1,8,0.0,,0,0,1.0
Eddie Jones,31,MIA,38.1,4.8,3.7,1.4,0.7,18.5,14.6,0.4,5.1,0.4,0.5,0.8,1.8,2.9,18.9,0.6,23.0,3.0,6.0,7.3,18.8,2.0,1.4,9.7,0.2,4.7,2003,10.6,0.3,0,13,0.0,,0,0,0.6
Jumaine Jones,23,CLE,27.6,5.1,1.4,0.8,0.3,9.8,8.9,0.4,3.9,0.4,0.5,0.7,1.3,2.2,12.3,0.5,16.8,0.4,2.9,10.3,8.8,1.6,0.7,12.5,0.1,-1.3,2003,7.6,0.2,0,15,0.0,,0,0,1.0
Michael Jordan,39,WAS,37.0,6.1,3.8,1.5,0.5,20.0,18.6,0.4,0.7,0.3,0.5,0.8,2.1,2.1,19.3,0.5,28.7,2.3,6.2,9.7,21.1,2.2,1.0,9.4,0.1,1.0,2003,11.9,0.5,0,9,0.0,,0,0,1.0
Andrei Kirilenko,21,UTA,27.7,5.3,1.7,1.5,2.2,12.0,8.0,0.5,1.4,0.3,0.5,0.8,1.7,2.3,21.1,0.6,19.6,4.8,9.2,11.5,10.6,2.9,6.1,14.5,0.2,6.6,2003,10.7,0.6,1,7,0.0,,0,0,1.0
Kerry Kittles,28,NJN,30.0,3.9,2.6,1.6,0.5,13.0,10.9,0.5,3.4,0.4,0.5,0.8,0.8,1.7,18.3,0.6,19.1,2.9,7.7,7.4,15.4,2.7,1.2,6.7,0.2,3.9,2003,8.6,0.6,1,2,0.0,,0,0,0.8
Toni Kukoc,34,MIL,27.0,4.2,3.7,1.3,0.5,11.6,9.2,0.4,4.2,0.4,0.5,0.7,1.9,2.1,18.0,0.6,21.4,1.9,4.0,9.1,21.8,2.5,1.3,15.6,0.1,2.5,2003,9.7,0.5,1,8,0.0,,0,0,0.8
Christian Laettner,33,WAS,29.1,6.6,3.1,1.1,0.5,8.3,6.8,0.5,0.2,0.1,0.5,0.8,1.1,2.7,16.1,0.5,14.2,2.6,6.6,13.4,17.8,2.0,1.4,13.1,0.1,2.6,2003,11.3,0.5,0,9,0.0,,0,0,0.9
Voshon Lenard,29,TOR,30.6,3.4,2.3,0.9,0.3,14.3,12.8,0.4,4.0,0.4,0.5,0.8,1.6,2.5,14.4,0.5,23.6,0.2,2.4,6.3,13.6,1.6,0.8,10.3,0.1,-1.5,2003,6.9,0.3,0,14,0.0,,0,0,0.8
Rashard Lewis,23,SEA,39.5,6.5,1.7,1.3,0.5,18.1,14.9,0.5,2.8,0.3,0.5,0.8,1.9,2.7,16.7,0.5,22.2,2.3,7.8,9.7,7.9,1.8,0.9,9.9,0.1,0.9,2003,10.0,0.5,0,10,0.0,,0,0,0.9
Tyronn Lue,25,WAS,26.5,2.0,3.5,0.6,0.0,8.6,7.6,0.4,2.3,0.3,0.5,0.9,1.0,2.0,12.9,0.5,16.5,0.0,3.7,4.4,22.6,1.3,0.0,11.1,0.1,-1.9,2003,6.1,0.5,0,9,0.0,,0,0,0.9
Corey Maggette,23,LAC,31.3,5.0,1.9,0.9,0.3,16.8,12.1,0.4,2.8,0.3,0.5,0.8,2.3,3.0,17.4,0.6,24.8,0.9,5.0,9.1,11.2,1.4,0.6,13.4,0.1,-0.2,2003,8.1,0.3,0,13,0.0,,0,0,0.8
Brian Grant,30,MIA,32.2,10.2,1.3,0.8,0.6,10.3,8.2,0.5,0.0,,0.5,0.8,1.6,3.7,15.6,0.6,16.0,2.0,7.7,18.3,7.2,1.3,1.4,14.4,0.1,0.9,2003,12.9,0.3,0,13,0.0,,0,0,1.0
Pau Gasol,22,MEM,36.0,8.8,2.8,0.4,1.8,19.0,13.6,0.5,0.1,0.1,0.5,0.7,2.6,2.7,20.7,0.6,24.1,3.0,8.5,13.7,13.6,0.6,3.4,13.5,0.1,2.1,2003,13.8,0.3,0,12,0.0,,0,0,1.0
Malik Allen,24,MIA,29.0,5.3,0.7,0.5,1.0,9.6,9.9,0.4,0.1,0.0,0.4,0.8,1.6,2.9,9.9,0.5,19.7,-1.1,0.9,10.6,4.4,0.9,2.6,13.2,0.0,-3.9,2003,7.5,0.3,0,13,0.0,,0,0,1.0
Vince Carter,26,TOR,34.2,4.4,3.3,1.1,1.0,20.6,17.7,0.5,3.0,0.3,0.5,0.8,1.7,2.8,21.9,0.5,28.1,1.7,4.2,7.3,20.4,1.7,2.0,8.2,0.1,2.7,2003,9.8,0.3,0,14,0.0,,0,0,0.5
Derek Anderson,28,POR,33.6,3.5,4.3,1.2,0.2,13.9,10.9,0.4,4.4,0.3,0.5,0.9,1.7,1.9,16.9,0.6,19.5,2.9,8.1,6.2,20.7,1.9,0.5,11.9,0.2,2.5,2003,9.2,0.6,1,6,0.0,,0,0,0.9
Gilbert Arenas,21,GSW,35.0,4.7,6.3,1.5,0.2,18.3,14.4,0.4,3.8,0.3,0.5,0.8,3.5,3.2,18.6,0.5,24.9,3.1,6.5,7.2,30.0,2.2,0.4,17.3,0.1,2.2,2003,12.7,0.5,0,11,0.0,,0,0,1.0
Darrell Armstrong,34,ORL,28.7,3.6,3.9,1.6,0.2,9.4,7.8,0.4,2.8,0.3,0.5,0.9,2.0,2.0,14.6,0.5,16.9,1.9,4.9,7.2,21.7,3.0,0.4,18.1,0.1,1.2,2003,9.3,0.5,1,7,0.0,,0,0,1.0
Brent Barry,31,SEA,33.1,4.0,5.1,1.5,0.2,10.3,7.7,0.5,3.9,0.4,0.6,0.8,1.9,2.7,15.8,0.6,14.9,3.0,7.3,7.1,25.0,2.5,0.5,18.0,0.1,2.9,2003,10.8,0.5,0,10,0.0,,0,0,0.9
Tony Battie,26,BOS,25.1,6.5,0.7,0.5,1.2,7.3,5.5,0.5,0.1,0.2,0.5,0.7,0.7,2.9,15.2,0.6,12.9,0.8,5.8,14.6,5.2,1.0,3.8,10.2,0.2,-0.1,2003,8.9,0.5,1,6,0.0,,0,0,0.8
Shane Battier,24,MEM,30.6,4.4,1.3,1.3,1.1,9.7,7.3,0.5,2.8,0.4,0.6,0.8,0.9,2.7,15.0,0.6,13.2,3.4,6.2,8.1,6.8,2.2,2.5,9.7,0.1,3.6,2003,8.1,0.3,0,12,0.0,,0,0,1.0
Travis Best,30,MIA,25.1,2.0,3.5,0.6,0.1,8.4,8.1,0.4,1.5,0.3,0.4,0.9,1.5,2.4,11.2,0.5,19.4,-0.4,1.8,4.7,25.7,1.3,0.3,14.3,0.0,-2.8,2003,6.2,0.3,0,13,0.0,,0,0,0.9
Mike Bibby,24,SAC,33.4,2.7,5.2,1.3,0.1,15.9,12.7,0.5,2.5,0.4,0.5,0.9,2.3,1.7,17.6,0.6,21.9,1.4,5.6,4.3,24.3,2.0,0.3,14.0,0.1,1.0,2003,9.3,0.7,1,3,0.0,,0,0,0.7
Chauncey Billups,26,DET,31.4,3.7,3.9,0.9,0.2,16.2,11.8,0.4,5.1,0.4,0.5,0.9,1.8,1.8,20.4,0.6,24.1,3.7,9.9,7.0,23.7,1.5,0.5,11.5,0.2,4.2,2003,8.7,0.6,1,1,0.0,,0,0,0.9
Carlos Boozer,21,CLE,25.3,7.5,1.3,0.7,0.6,10.0,7.6,0.5,0.0,0.0,0.5,0.8,1.3,2.8,17.9,0.6,17.1,1.1,5.9,16.6,9.3,1.5,1.7,12.8,0.1,0.2,2003,10.1,0.2,0,15,0.0,,0,0,1.0
Bruce Bowen,31,SAS,31.3,2.9,1.4,0.8,0.5,7.1,5.8,0.5,2.8,0.4,0.6,0.4,0.9,2.4,9.1,0.6,10.7,2.3,5.1,5.4,6.8,1.4,1.1,12.2,0.1,1.5,2003,5.6,0.7,1,1,0.0,,0,0,1.0
Elton Brand,23,LAC,39.6,11.3,2.5,1.1,2.5,18.5,14.5,0.5,0.0,0.0,0.5,0.7,2.6,3.3,21.7,0.5,22.4,4.1,7.6,16.2,12.0,1.5,4.6,13.2,0.1,4.5,2003,17.4,0.3,0,13,0.0,,0,0,0.8
P.J. Brown,33,NOH,33.4,9.0,1.9,0.9,1.0,10.7,7.7,0.5,0.0,0.0,0.5,0.8,1.3,2.6,17.6,0.6,14.0,3.6,10.2,15.6,9.2,1.4,2.2,12.2,0.2,3.4,2003,12.8,0.6,1,5,0.0,,0,0,1.0
Caron Butler,22,MIA,36.6,5.1,2.7,1.8,0.4,15.4,13.2,0.4,1.4,0.3,0.4,0.8,2.5,2.9,15.1,0.5,22.9,2.7,5.1,8.0,14.1,2.6,0.9,13.8,0.1,1.7,2003,10.0,0.3,0,13,0.0,,0,0,1.0
Sam Cassell,33,MIL,34.6,4.4,5.8,1.1,0.2,19.7,14.9,0.5,2.1,0.4,0.5,0.9,2.3,2.8,22.3,0.6,26.5,3.1,9.6,7.4,29.6,1.7,0.4,11.5,0.2,2.6,2003,11.5,0.5,1,8,0.0,,0,0,1.0
Pat Garrity,26,ORL,31.9,3.8,1.5,0.8,0.2,10.7,9.2,0.4,5.0,0.4,0.5,0.8,1.0,3.1,11.2,0.6,15.0,1.2,4.9,6.8,7.5,1.2,0.6,8.9,0.1,-0.1,2003,6.3,0.5,1,7,0.0,,0,0,1.0
Calbert Cheaney,31,UTA,29.0,3.5,2.0,0.8,0.2,8.6,8.0,0.5,0.3,0.4,0.5,0.6,1.3,2.8,9.8,0.5,15.5,0.5,2.8,7.3,11.7,1.5,0.4,13.7,0.1,-1.2,2003,6.5,0.6,1,7,0.0,,0,0,1.0
